TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Total_Households,Toilet_Inside,Toilet_Inside_Flush_Sewer,Toilet_Inside_Flush_Septic,Toilet_Inside_Flush_Other,Toilet_Inside_Pit_Ventilated,Toilet_Inside_Pit_Open,Toilet_Inside_Open_Drain,Toilet_Inside_Manual,Toilet_Inside_Pig,Toilet_Outside,Toilet_Public,Toilet_None
HH2808,27,515,04140,549399,Anantpur (CT),Urban," 1,321 ", 587 , 173 , 324 , 8 , 13 , 1 , 68 , -   , -   , 734 , 3 , 731 
HH2808,27,515,04140,549400,Harsul (CT),Urban, 963 , 511 , 34 , 325 , 8 , 140 , 3 , 1 , -   , -   , 452 , -   , 452 
HH2808,27,515,04140,549401,Ranjangaon (s) (CT),Urban," 11,444 "," 10,654 ", 349 ," 8,498 ", 283 ," 1,332 ", 28 , 161 , -   , 3 , 790 , 50 , 740 
HH2808,27,515,04140,549402,Waluj Bk. (CT),Urban," 4,110 "," 1,790 ", 93 ," 1,513 ", 6 , 152 , 21 , 4 , -   , 1 ," 2,320 ", 60 ," 2,260 "
HH2808,27,515,04141,000000,Sub-District - Paithan,Total," 72,000 "," 20,597 "," 2,213 "," 11,235 ", 674 ," 5,284 ", 230 , 602 , -   , 359 ," 51,403 ", 887 ," 50,516 "
HH2808,27,515,04141,000000,Sub-District - Paithan,Rural," 61,383 "," 14,230 "," 1,005 "," 6,656 ", 633 ," 5,108 ", 224 , 471 , -   , 133 ," 47,153 ", 492 ," 46,661 "
HH2808,27,515,04141,000000,Sub-District - Paithan,Urban," 10,617 "," 6,367 "," 1,208 "," 4,579 ", 41 , 176 , 6 , 131 , -   , 226 ," 4,250 ", 395 ," 3,855 "
HH2808,27,515,04141,802770,Paithan (M Cl),Urban," 8,134 "," 5,050 ", 664 ," 4,121 ", 39 , 89 , 5 , 37 , -   , 95 ," 3,084 ", 391 ," 2,693 "
HH2808,27,515,04141,549592,Chitegaon (CT),Urban," 2,483 "," 1,317 ", 544 , 458 , 2 , 87 , 1 , 94 , -   , 131 ," 1,166 ", 4 ," 1,162 "
HH2808,27,516,00000,000000,District - Nashik,Total," 1,180,293 "," 551,864 "," 156,934 "," 285,414 "," 12,996 "," 87,039 "," 4,625 "," 3,330 ", 259 ," 1,267 "," 628,429 "," 175,065 "," 453,364 "
HH2808,27,516,00000,000000,District - Nashik,Rural," 661,977 "," 193,783 "," 10,962 "," 87,005 "," 10,619 "," 79,539 "," 3,970 ", 780 , 217 , 691 ," 468,194 "," 58,373 "," 409,821 "
HH2808,27,516,00000,000000,District - Nashik,Urban," 518,316 "," 358,081 "," 145,972 "," 198,409 "," 2,377 "," 7,500 ", 655 ," 2,550 ", 42 , 576 ," 160,235 "," 116,692 "," 43,543 "
HH2808,27,516,04142,000000,Sub-District - Surgana,Total," 37,012 "," 8,082 ", 222 ," 1,343 ", 578 ," 5,592 ", 322 , 24 , -   , 1 ," 28,930 ", 649 ," 28,281 "
HH2808,27,516,04142,000000,Sub-District - Surgana,Rural," 35,846 "," 7,483 ", 182 , 852 , 558 ," 5,546 ", 321 , 23 , -   , 1 ," 28,363 ", 285 ," 28,078 "
HH2808,27,516,04142,000000,Sub-District - Surgana,Urban," 1,166 ", 599 , 40 , 491 , 20 , 46 , 1 , 1 , -   , -   , 567 , 364 , 203 
HH2808,27,516,04142,549783,Surgana (CT),Urban," 1,166 ", 599 , 40 , 491 , 20 , 46 , 1 , 1 , -   , -   , 567 , 364 , 203 
HH2808,27,516,04143,000000,Sub-District - Kalwan,Total," 38,679 "," 18,104 ", 587 ," 6,101 ", 793 ," 10,222 ", 257 , 24 , 106 , 14 ," 20,575 "," 1,536 "," 19,039 "
HH2808,27,516,04143,000000,Sub-District - Kalwan,Rural," 38,679 "," 18,104 ", 587 ," 6,101 ", 793 ," 10,222 ", 257 , 24 , 106 , 14 ," 20,575 "," 1,536 "," 19,039 "
HH2808,27,516,04143,000000,Sub-District - Kalwan,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,516,04144,000000,Sub-District - Deola,Total," 28,367 "," 9,240 ", 466 ," 5,134 ", 462 ," 2,989 ", 139 , 47 , -   , 3 ," 19,127 "," 3,325 "," 15,802 "
HH2808,27,516,04144,000000,Sub-District - Deola,Rural," 28,367 "," 9,240 ", 466 ," 5,134 ", 462 ," 2,989 ", 139 , 47 , -   , 3 ," 19,127 "," 3,325 "," 15,802 "
HH2808,27,516,04144,000000,Sub-District - Deola,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,516,04145,000000,Sub-District - Baglan,Total," 71,703 "," 25,276 "," 1,311 "," 14,136 "," 1,318 "," 7,446 ", 932 , 64 , 11 , 58 ," 46,427 "," 8,817 "," 37,610 "
HH2808,27,516,04145,000000,Sub-District - Baglan,Rural," 64,122 "," 19,651 "," 1,173 "," 8,764 "," 1,288 "," 7,376 ", 928 , 58 , 11 , 53 ," 44,471 "," 7,656 "," 36,815 "
HH2808,27,516,04145,000000,Sub-District - Baglan,Urban," 7,581 "," 5,625 ", 138 ," 5,372 ", 30 , 70 , 4 , 6 , -   , 5 ," 1,956 "," 1,161 ", 795 
HH2808,27,516,04145,802771,Satana (M Cl),Urban," 7,581 "," 5,625 ", 138 ," 5,372 ", 30 , 70 , 4 , 6 , -   , 5 ," 1,956 "," 1,161 ", 795 
HH2808,27,516,04146,000000,Sub-District - Malegaon,Total," 171,689 "," 51,785 "," 4,219 "," 41,593 "," 1,238 "," 3,870 ", 552 , 217 , 12 , 84 ," 119,904 "," 50,348 "," 69,556 "
HH2808,27,516,04146,000000,Sub-District - Malegaon,Rural," 73,590 "," 11,449 "," 1,133 "," 6,194 ", 644 ," 2,885 ", 422 , 93 , 12 , 66 ," 62,141 "," 10,768 "," 51,373 "
HH2808,27,516,04146,000000,Sub-District - Malegaon,Urban," 98,099 "," 40,336 "," 3,086 "," 35,399 ", 594 , 985 , 130 , 124 , -   , 18 ," 57,763 "," 39,580 "," 18,183 "
HH2808,27,516,04146,802772,Malegaon (M Corp. + OG),Urban," 78,703 "," 30,947 "," 2,874 "," 27,024 ", 416 , 492 , 43 , 85 , -   , 13 ," 47,756 "," 36,398 "," 11,358 "
HH2808,27,516,04146,550299,Dyane (CT),Urban," 8,180 "," 1,412 ", 72 ," 1,086 ", 93 , 80 , 67 , 12 , -   , 2 ," 6,768 "," 2,009 "," 4,759 "
HH2808,27,516,04146,550300,Soyagaon (CT),Urban," 7,154 "," 5,885 ", 104 ," 5,634 ", 27 , 82 , 11 , 24 , -   , 3 ," 1,269 ", 518 , 751 
HH2808,27,516,04146,550301,Sangameshwar (CT),Urban," 2,116 "," 1,880 ", 30 ," 1,483 ", 26 , 331 , 9 , 1 , -   , -   , 236 , 2 , 234 
HH2808,27,516,04146,550302,Maldhe (CT),Urban," 1,946 ", 212 , 6 , 172 , 32 , -   , -   , 2 , -   , -   ," 1,734 ", 653 ," 1,081 "
HH2808,27,516,04147,000000,Sub-District - Nandgaon,Total," 57,054 "," 19,222 "," 2,142 "," 13,073 ", 634 ," 3,026 ", 142 , 93 , -   , 112 ," 37,832 "," 9,836 "," 27,996 "
HH2808,27,516,04147,000000,Sub-District - Nandgaon,Rural," 36,620 "," 7,115 ", 808 ," 2,779 ", 501 ," 2,747 ", 123 , 52 , -   , 105 ," 29,505 "," 3,921 "," 25,584 "
HH2808,27,516,04147,000000,Sub-District - Nandgaon,Urban," 20,434 "," 12,107 "," 1,334 "," 10,294 ", 133 , 279 , 19 , 41 , -   , 7 ," 8,327 "," 5,915 "," 2,412 "
HH2808,27,516,04147,802773,Nandgaon (M Cl),Urban," 4,698 "," 2,601 ", 213 ," 2,332 ", 21 , 23 , 9 , 2 , -   , 1 ," 2,097 "," 1,301 ", 796 
HH2808,27,516,04147,802774,Manmad (M Cl),Urban," 15,736 "," 9,506 "," 1,121 "," 7,962 ", 112 , 256 , 10 , 39 , -   , 6 ," 6,230 "," 4,614 "," 1,616 "
HH2808,27,516,04148,000000,Sub-District - Chandvad,Total," 43,837 "," 12,662 ", 420 ," 6,925 ", 542 ," 4,577 ", 60 , 39 , -   , 99 ," 31,175 "," 2,951 "," 28,224 "
HH2808,27,516,04148,000000,Sub-District - Chandvad,Rural," 39,347 "," 9,939 ", 323 ," 4,757 ", 535 ," 4,140 ", 56 , 31 , -   , 97 ," 29,408 "," 2,423 "," 26,985 "
HH2808,27,516,04148,000000,Sub-District - Chandvad,Urban," 4,490 "," 2,723 ", 97 ," 2,168 ", 7 , 437 , 4 , 8 , -   , 2 ," 1,767 ", 528 ," 1,239 "
HH2808,27,516,04148,550516,Chandvad (CT),Urban," 4,490 "," 2,723 ", 97 ," 2,168 ", 7 , 437 , 4 , 8 , -   , 2 ," 1,767 ", 528 ," 1,239 "
HH2808,27,516,04149,000000,Sub-District - Dindori,Total," 56,297 "," 20,255 "," 1,266 "," 8,963 "," 1,128 "," 8,294 ", 406 , 53 , 12 , 133 ," 36,042 "," 4,977 "," 31,065 "
HH2808,27,516,04149,000000,Sub-District - Dindori,Rural," 56,297 "," 20,255 "," 1,266 "," 8,963 "," 1,128 "," 8,294 ", 406 , 53 , 12 , 133 ," 36,042 "," 4,977 "," 31,065 "
HH2808,27,516,04149,000000,Sub-District - Dindori,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,516,04150,000000,Sub-District - Peint,Total," 23,979 "," 5,607 ", 122 ," 1,041 ", 605 ," 3,476 ", 241 , 83 , 22 , 17 ," 18,372 ", 34 ," 18,338 "
HH2808,27,516,04150,000000,Sub-District - Peint,Rural," 23,979 "," 5,607 ", 122 ," 1,041 ", 605 ," 3,476 ", 241 , 83 , 22 , 17 ," 18,372 ", 34 ," 18,338 "
HH2808,27,516,04150,000000,Sub-District - Peint,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,516,04151,000000,Sub-District - Trimbakeshwar,Total," 29,652 "," 10,567 ", 869 ," 2,143 ", 944 ," 6,301 ", 184 , 65 , -   , 61 ," 19,085 "," 1,589 "," 17,496 "
HH2808,27,516,04151,000000,Sub-District - Trimbakeshwar,Rural," 27,500 "," 9,311 ", 375 ," 1,389 ", 942 ," 6,295 ", 184 , 65 , -   , 61 ," 18,189 ", 711 ," 17,478 "
HH2808,27,516,04151,000000,Sub-District - Trimbakeshwar,Urban," 2,152 "," 1,256 ", 494 , 754 , 2 , 6 , -   , -   , -   , -   , 896 , 878 , 18 
HH2808,27,516,04151,802775,Trimbak (M Cl),Urban," 2,152 "," 1,256 ", 494 , 754 , 2 , 6 , -   , -   , -   , -   , 896 , 878 , 18 
HH2808,27,516,04152,000000,Sub-District - Nashik,Total," 367,425 "," 278,465 "," 136,531 "," 128,036 "," 1,879 "," 8,890 ", 450 ," 2,129 ", 28 , 522 ," 88,960 "," 61,877 "," 27,083 "
HH2808,27,516,04152,000000,Sub-District - Nashik,Rural," 31,360 "," 14,639 ", 645 ," 8,313 ", 609 ," 5,002 ", 45 , 21 , -   , 4 ," 16,721 "," 4,088 "," 12,633 "
HH2808,27,516,04152,000000,Sub-District - Nashik,Urban," 336,065 "," 263,826 "," 135,886 "," 119,723 "," 1,270 "," 3,888 ", 405 ," 2,108 ", 28 , 518 ," 72,239 "," 57,789 "," 14,450 "
HH2808,27,516,04152,802776,Nashik (M Corp.),Urban," 319,100 "," 254,252 "," 133,938 "," 112,510 "," 1,181 "," 3,591 ", 396 ," 2,092 ", 28 , 516 ," 64,848 "," 53,202 "," 11,646 "
HH2808,27,516,04152,802777,Deolali (CB),Urban," 8,888 "," 6,080 "," 1,318 "," 4,618 ", 47 , 75 , 9 , 11 , -   , 2 ," 2,808 "," 2,090 ", 718 
HH2808,27,516,04152,802778,Bhagur (M Cl),Urban," 2,491 "," 1,056 ", 76 , 961 , 11 , 7 , -   , 1 , -   , -   ," 1,435 "," 1,411 ", 24 
HH2808,27,516,04152,551018,Samangaon (CT),Urban, 974 , 149 , 35 , 95 , 14 , 5 , -   , -   , -   , -   , 825 , 148 , 677 
HH2808,27,516,04152,551019,Vilholi (CT),Urban," 1,344 ", 287 , 15 , 243 , 11 , 18 , -   , -   , -   , -   ," 1,057 ", 268 , 789 
HH2808,27,516,04152,551020,Sansari (CT),Urban," 1,221 ", 724 , 133 , 556 , 2 , 30 , -   , 3 , -   , -   , 497 , 470 , 27 
HH2808,27,516,04152,551021,Eklahare (CT),Urban," 2,047 "," 1,278 ", 371 , 740 , 4 , 162 , -   , 1 , -   , -   , 769 , 200 , 569 
HH2808,27,516,04153,000000,Sub-District - Igatpuri,Total," 44,536 "," 14,202 "," 1,247 "," 8,403 ", 611 ," 3,572 ", 270 , 50 , 14 , 35 ," 30,334 "," 3,224 "," 27,110 "
HH2808,27,516,04153,000000,Sub-District - Igatpuri,Rural," 34,112 "," 7,661 ", 478 ," 3,014 ", 497 ," 3,368 ", 236 , 37 , -   , 31 ," 26,451 ", 891 ," 25,560 "
HH2808,27,516,04153,000000,Sub-District - Igatpuri,Urban," 10,424 "," 6,541 ", 769 ," 5,389 ", 114 , 204 , 34 , 13 , 14 , 4 ," 3,883 "," 2,333 "," 1,550 "
HH2808,27,516,04153,802779,Igatpuri (M Cl),Urban," 6,113 "," 4,160 ", 241 ," 3,643 ", 108 , 107 , 32 , 11 , 14 , 4 ," 1,953 "," 1,196 ", 757 
HH2808,27,516,04153,551139,Ghoti Bk. (CT),Urban," 4,311 "," 2,381 ", 528 ," 1,746 ", 6 , 97 , 2 , 2 , -   , -   ," 1,930 "," 1,137 ", 793 
HH2808,27,516,04154,000000,Sub-District - Sinnar,Total," 64,207 "," 22,225 "," 1,829 "," 12,431 ", 583 ," 6,922 ", 244 , 122 , 54 , 40 ," 41,982 "," 4,290 "," 37,692 "
HH2808,27,516,04154,000000,Sub-District - Sinnar,Rural," 51,095 "," 13,982 ", 974 ," 6,340 ", 452 ," 5,835 ", 205 , 87 , 54 , 35 ," 37,113 "," 1,079 "," 36,034 "
HH2808,27,516,04154,000000,Sub-District - Sinnar,Urban," 13,112 "," 8,243 ", 855 ," 6,091 ", 131 ," 1,087 ", 39 , 35 , -   , 5 ," 4,869 "," 3,211 "," 1,658 "
HH2808,27,516,04154,802780,Sinnar (M Cl),Urban," 13,112 "," 8,243 ", 855 ," 6,091 ", 131 ," 1,087 ", 39 , 35 , -   , 5 ," 4,869 "," 3,211 "," 1,658 "
HH2808,27,516,04155,000000,Sub-District - Niphad,Total," 92,912 "," 39,029 "," 4,931 "," 26,329 ", 992 ," 6,226 ", 199 , 280 , -   , 72 ," 53,883 "," 17,123 "," 36,760 "
HH2808,27,516,04155,000000,Sub-District - Niphad,Rural," 77,559 "," 28,718 "," 2,086 "," 19,594 ", 942 ," 5,785 ", 180 , 75 , -   , 56 ," 48,841 "," 14,135 "," 34,706 "
HH2808,27,516,04155,000000,Sub-District - Niphad,Urban," 15,353 "," 10,311 "," 2,845 "," 6,735 ", 50 , 441 , 19 , 205 , -   , 16 ," 5,042 "," 2,988 "," 2,054 "
HH2808,27,516,04155,551404,Ozar (CT),Urban," 10,682 "," 7,064 "," 2,497 "," 4,111 ", 18 , 407 , 15 , -   , -   , 16 ," 3,618 "," 2,313 "," 1,305 "
HH2808,27,516,04155,551405,Lasalgaon (CT),Urban," 3,496 "," 2,779 ", 266 ," 2,269 ", 29 , 8 , 3 , 204 , -   , -   , 717 , 478 , 239 
HH2808,27,516,04155,551406,Pimpalgaon Najik (CT),Urban," 1,175 ", 468 , 82 , 355 , 3 , 26 , 1 , 1 , -   , -   , 707 , 197 , 510 
HH2808,27,516,04156,000000,Sub-District - Yevla,Total," 52,944 "," 17,143 ", 772 ," 9,763 ", 689 ," 5,636 ", 227 , 40 , -   , 16 ," 35,801 "," 4,489 "," 31,312 "
HH2808,27,516,04156,000000,Sub-District - Yevla,Rural," 43,504 "," 10,629 ", 344 ," 3,770 ", 663 ," 5,579 ", 227 , 31 , -   , 15 ," 32,875 "," 2,544 "," 30,331 "
HH2808,27,516,04156,000000,Sub-District - Yevla,Urban," 9,440 "," 6,514 ", 428 ," 5,993 ", 26 , 57 , -   , 9 , -   , 1 ," 2,926 "," 1,945 ", 981 
HH2808,27,516,04156,802781,Yevla (M Cl),Urban," 9,440 "," 6,514 ", 428 ," 5,993 ", 26 , 57 , -   , 9 , -   , 1 ," 2,926 "," 1,945 ", 981 
HH2808,27,517,00000,000000,District - Thane,Total," 2,430,616 "," 1,627,847 "," 797,842 "," 680,099 "," 24,170 "," 86,094 "," 8,784 "," 23,492 "," 1,111 "," 6,255 "," 802,769 "," 456,013 "," 346,756 "
HH2808,27,517,00000,000000,District - Thane,Rural," 526,397 "," 208,969 "," 28,036 "," 111,561 "," 8,628 "," 54,451 "," 4,590 ", 963 , 124 , 616 ," 317,428 "," 48,701 "," 268,727 "
HH2808,27,517,00000,000000,District - Thane,Urban," 1,904,219 "," 1,418,878 "," 769,806 "," 568,538 "," 15,542 "," 31,643 "," 4,194 "," 22,529 ", 987 ," 5,639 "," 485,341 "," 407,312 "," 78,029 "
HH2808,27,517,04157,000000,Sub-District - Talasari,Total," 27,282 "," 12,467 ", 487 ," 2,630 "," 1,186 "," 6,899 "," 1,142 ", 99 , -   , 24 ," 14,815 "," 1,092 "," 13,723 "
HH2808,27,517,04157,000000,Sub-District - Talasari,Rural," 27,282 "," 12,467 ", 487 ," 2,630 "," 1,186 "," 6,899 "," 1,142 ", 99 , -   , 24 ," 14,815 "," 1,092 "," 13,723 "
HH2808,27,517,04157,000000,Sub-District - Talasari,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,517,04158,000000,Sub-District - Dahanu,Total," 85,545 "," 28,386 "," 2,734 "," 13,758 "," 1,700 "," 8,888 "," 1,069 ", 188 , 15 , 34 ," 57,159 "," 9,749 "," 47,410 "
HH2808,27,517,04158,000000,Sub-District - Dahanu,Rural," 71,211 "," 19,785 "," 1,534 "," 7,003 "," 1,640 "," 8,425 "," 1,019 ", 131 , -   , 33 ," 51,426 "," 7,257 "," 44,169 "
HH2808,27,517,04158,000000,Sub-District - Dahanu,Urban," 14,334 "," 8,601 "," 1,200 "," 6,755 ", 60 , 463 , 50 , 57 , 15 , 1 ," 5,733 "," 2,492 "," 3,241 "
HH2808,27,517,04158,802782,Dahanu (M Cl),Urban," 11,194 "," 6,689 "," 1,102 "," 5,273 ", 40 , 205 , 22 , 46 , -   , 1 ," 4,505 "," 2,344 "," 2,161 "
HH2808,27,517,04158,551750,Chinchani (CT),Urban," 3,140 "," 1,912 ", 98 ," 1,482 ", 20 , 258 , 28 , 11 , 15 , -   ," 1,228 ", 148 ," 1,080 "
HH2808,27,517,04159,000000,Sub-District - Vikramgad,Total," 27,200 "," 7,559 ", 196 ," 2,391 ", 404 ," 4,191 ", 261 , 16 , -   , 100 ," 19,641 ", 617 ," 19,024 "
HH2808,27,517,04159,000000,Sub-District - Vikramgad,Rural," 26,000 "," 6,830 ", 183 ," 1,818 ", 400 ," 4,054 ", 259 , 16 , -   , 100 ," 19,170 ", 475 ," 18,695 "
HH2808,27,517,04159,000000,Sub-District - Vikramgad,Urban," 1,200 ", 729 , 13 , 573 , 4 , 137 , 2 , -   , -   , -   , 471 , 142 , 329 
HH2808,27,517,04159,551844,Vikramgad (CT),Urban," 1,200 ", 729 , 13 , 573 , 4 , 137 , 2 , -   , -   , -   , 471 , 142 , 329 
HH2808,27,517,04160,000000,Sub-District - Jawhar,Total," 28,172 "," 7,752 "," 1,226 "," 1,726 ", 670 ," 3,566 ", 460 , 86 , -   , 18 ," 20,420 ", 780 ," 19,640 "
HH2808,27,517,04160,000000,Sub-District - Jawhar,Rural," 25,654 "," 6,124 ", 931 , 598 , 566 ," 3,528 ", 398 , 85 , -   , 18 ," 19,530 ", 173 ," 19,357 "
HH2808,27,517,04160,000000,Sub-District - Jawhar,Urban," 2,518 "," 1,628 ", 295 ," 1,128 ", 104 , 38 , 62 , 1 , -   , -   , 890 , 607 , 283 
HH2808,27,517,04160,802783,Jawhar (M Cl),Urban," 2,518 "," 1,628 ", 295 ," 1,128 ", 104 , 38 , 62 , 1 , -   , -   , 890 , 607 , 283 
HH2808,27,517,04161,000000,Sub-District - Mokhada,Total," 17,328 "," 2,651 ", 87 , 922 , 124 ," 1,366 ", 129 , 17 , -   , 6 ," 14,677 ", 438 ," 14,239 "
HH2808,27,517,04161,000000,Sub-District - Mokhada,Rural," 17,328 "," 2,651 ", 87 , 922 , 124 ," 1,366 ", 129 , 17 , -   , 6 ," 14,677 ", 438 ," 14,239 "
HH2808,27,517,04161,000000,Sub-District - Mokhada,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,517,04162,000000,Sub-District - Vada,Total," 39,669 "," 17,689 "," 1,387 "," 10,913 ", 675 ," 4,319 ", 217 , 49 , -   , 129 ," 21,980 "," 4,652 "," 17,328 "
HH2808,27,517,04162,000000,Sub-District - Vada,Rural," 34,393 "," 13,718 ", 582 ," 7,927 ", 548 ," 4,270 ", 214 , 48 , -   , 129 ," 20,675 "," 3,914 "," 16,761 "
HH2808,27,517,04162,000000,Sub-District - Vada,Urban," 5,276 "," 3,971 ", 805 ," 2,986 ", 127 , 49 , 3 , 1 , -   , -   ," 1,305 ", 738 , 567 
HH2808,27,517,04162,552181,Kudus (CT),Urban," 1,499 "," 1,186 ", 355 , 788 , 33 , 10 , -   , -   , -   , -   , 313 , 268 , 45 
HH2808,27,517,04162,552182,Vada (CT),Urban," 3,777 "," 2,785 ", 450 ," 2,198 ", 94 , 39 , 3 , 1 , -   , -   , 992 , 470 , 522 
HH2808,27,517,04163,000000,Sub-District - Palghar,Total," 127,087 "," 77,072 "," 11,584 "," 47,967 "," 2,063 "," 13,894 ", 654 , 517 , 182 , 211 ," 50,015 "," 12,298 "," 37,717 "
HH2808,27,517,04163,000000,Sub-District - Palghar,Rural," 71,891 "," 34,562 "," 2,451 "," 19,938 "," 1,124 "," 10,324 ", 485 , 159 , 42 , 39 ," 37,329 "," 6,308 "," 31,021 "
HH2808,27,517,04163,000000,Sub-District - Palghar,Urban," 55,196 "," 42,510 "," 9,133 "," 28,029 ", 939 ," 3,570 ", 169 , 358 , 140 , 172 ," 12,686 "," 5,990 "," 6,696 "
HH2808,27,517,04163,802784,Palghar (M Cl),Urban," 15,827 "," 10,809 "," 1,982 "," 7,453 ", 399 , 681 , 100 , 15 , 10 , 169 ," 5,018 "," 1,776 "," 3,242 "
HH2808,27,517,04163,552386,Katkar (CT),Urban," 2,692 "," 2,224 ", 128 ," 1,874 ", 15 , 186 , 21 , -   , -   , -   , 468 , 71 , 397 
HH2808,27,517,04163,552387,Boisar (CT),Urban," 9,097 "," 7,721 "," 2,098 "," 4,112 ", 276 , 812 , 5 , 285 , 130 , 3 ," 1,376 ", 493 , 883 
HH2808,27,517,04163,552388,Salwad (CT),Urban," 3,222 "," 2,488 ", 324 ," 2,015 ", 22 , 118 , 9 , -   , -   , -   , 734 , 582 , 152 
HH2808,27,517,04163,552389,Dandi (CT),Urban," 2,450 "," 1,483 ", 281 ," 1,027 ", 1 , 168 , 5 , 1 , -   , -   , 967 , 547 , 420 
HH2808,27,517,04163,552390,Khaira (CT),Urban," 8,247 "," 6,750 "," 2,978 "," 3,284 ", 56 , 430 , 2 , -   , -   , -   ," 1,497 "," 1,361 ", 136 
HH2808,27,517,04163,552391,Saravali (CT),Urban," 2,132 "," 1,926 ", 158 ," 1,522 ", 2 , 241 , 3 , -   , -   , -   , 206 , 151 , 55 
HH2808,27,517,04163,552392,Manor (CT),Urban," 2,111 "," 1,622 ", 148 ," 1,189 ", 61 , 204 , 4 , 16 , -   , -   , 489 , 70 , 419 
HH2808,27,517,04163,552393,Shirgaon (CT),Urban," 1,352 ", 709 , 54 , 576 , 6 , 65 , 5 , 3 , -   , -   , 643 , 257 , 386 
HH2808,27,517,04163,552394,Umber Pada Nandade (CT),Urban," 1,714 "," 1,174 ", 78 ," 1,018 ", 11 , 54 , 3 , 10 , -   , -   , 540 , 70 , 470 
HH2808,27,517,04163,552395,Tarapur (CT),Urban," 1,579 ", 960 , 232 , 485 , 71 , 136 , 8 , 28 , -   , -   , 619 , 523 , 96 
HH2808,27,517,04163,552396,Pasthal (CT),Urban," 4,773 "," 4,644 ", 672 ," 3,474 ", 19 , 475 , 4 , -   , -   , -   , 129 , 89 , 40 
HH2808,27,517,04164,000000,Sub-District - Vasai,Total," 305,469 "," 237,741 "," 91,082 "," 130,458 "," 2,773 "," 8,921 "," 1,631 "," 1,361 ", 196 ," 1,319 "," 67,728 "," 42,333 "," 25,395 "
HH2808,27,517,04164,000000,Sub-District - Vasai,Rural," 21,874 "," 11,018 "," 1,150 "," 8,421 ", 250 , 918 , 146 , 10 , 67 , 56 ," 10,856 "," 2,237 "," 8,619 "
HH2808,27,517,04164,000000,Sub-District - Vasai,Urban," 283,595 "," 226,723 "," 89,932 "," 122,037 "," 2,523 "," 8,003 "," 1,485 "," 1,351 ", 129 ," 1,263 "," 56,872 "," 40,096 "," 16,776 "
HH2808,27,517,04164,802785,Vasai-Virar City (M Corp),Urban," 281,824 "," 225,701 "," 89,751 "," 121,247 "," 2,522 "," 7,998 "," 1,478 "," 1,313 ", 129 ," 1,263 "," 56,123 "," 39,709 "," 16,414 "
HH2808,27,517,04164,552447,Chandrapada (CT),Urban," 1,771 "," 1,022 ", 181 , 790 , 1 , 5 , 7 , 38 , -   , -   , 749 , 387 , 362 
HH2808,27,517,04165,000000,Sub-District - Thane,Total," 853,504 "," 652,097 "," 437,202 "," 185,051 "," 5,364 "," 9,629 "," 1,137 "," 10,669 ", 105 ," 2,940 "," 201,407 "," 177,873 "," 23,534 "
HH2808,27,517,04165,000000,Sub-District - Thane,Rural," 3,031 "," 1,202 ", 161 , 906 , 18 , 99 , 12 , 4 , -   , 2 ," 1,829 ", 60 ," 1,769 "
HH2808,27,517,04165,000000,Sub-District - Thane,Urban," 850,473 "," 650,895 "," 437,041 "," 184,145 "," 5,346 "," 9,530 "," 1,125 "," 10,665 ", 105 ," 2,938 "," 199,578 "," 177,813 "," 21,765 "
HH2808,27,517,04165,802786,Mira-Bhayandar (M Corp.),Urban," 174,243 "," 151,754 "," 73,792 "," 74,552 ", 980 ," 1,200 ", 242 , 580 , -   , 408 ," 22,489 "," 18,341 "," 4,148 "
HH2808,27,517,04165,802787,Thane (M Corp.),Urban," 418,629 "," 298,802 "," 190,040 "," 96,101 "," 2,798 "," 3,988 ", 586 ," 3,827 ", 59 ," 1,403 "," 119,827 "," 107,984 "," 11,843 "
HH2808,27,517,04165,802788,Navi Mumbai (M Corp.),Urban," 257,601 "," 200,339 "," 173,209 "," 13,492 "," 1,568 "," 4,342 ", 297 ," 6,258 ", 46 ," 1,127 "," 57,262 "," 51,488 "," 5,774 "
HH2808,27,517,04166,000000,Sub-District - Bhiwandi,Total," 217,812 "," 87,223 "," 31,405 "," 45,599 "," 2,828 "," 5,238 ", 589 , 950 , 271 , 343 ," 130,589 "," 94,791 "," 35,798 "
HH2808,27,517,04166,000000,Sub-District - Bhiwandi,Rural," 53,839 "," 21,594 "," 1,527 "," 16,096 ", 545 ," 3,244 ", 78 , 46 , -   , 58 ," 32,245 "," 7,446 "," 24,799 "
HH2808,27,517,04166,000000,Sub-District - Bhiwandi,Urban," 163,973 "," 65,629 "," 29,878 "," 29,503 "," 2,283 "," 1,994 ", 511 , 904 , 271 , 285 ," 98,344 "," 87,345 "," 10,999 "
