TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Kitchen_Type,Total_Households,Firewood,CropResidue,Cowdung,Coal,Kerosene,LPG,Electricity,Biogas,Other,NoCooking
HH3410,27,516,04146,550300,Soyagaon (CT),Urban,Does not have kitchen, 535 , 183 , 2 , 9 , -   , 107 , 234 , -   , -   , -   , -   
HH3410,27,516,04146,550300,Soyagaon (CT),Urban,Cooking outside house:, 99 , 67 , -   , -   , -   , 2 , 29 , -   , -   , 1 , -   
HH3410,27,516,04146,550300,Soyagaon (CT),Urban,Has Kitchen, 75 , 48 , -   , -   , -   , 2 , 25 , -   , -   , -   , -   
HH3410,27,516,04146,550300,Soyagaon (CT),Urban,Does not have kitchen, 24 , 19 , -   , -   , -   , -   , 4 , -   , -   , 1 , -   
HH3410,27,516,04146,550300,Soyagaon (CT),Urban,No Cooking, 46 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 46 
HH3410,27,516,04146,550301,Sangameshwar (CT),Urban,Total," 2,116 ", 145 , 8 , 4 , 3 , 180 ," 1,755 ", 7 , 2 , -   , 12 
HH3410,27,516,04146,550301,Sangameshwar (CT),Urban,Cooking inside house:," 2,054 ", 104 , 8 , 3 , 3 , 178 ," 1,750 ", 6 , 2 , -   , -   
HH3410,27,516,04146,550301,Sangameshwar (CT),Urban,Has Kitchen," 1,959 ", 79 , 8 , 3 , 3 , 167 ," 1,691 ", 6 , 2 , -   , -   
HH3410,27,516,04146,550301,Sangameshwar (CT),Urban,Does not have kitchen, 95 , 25 , -   , -   , -   , 11 , 59 , -   , -   , -   , -   
HH3410,27,516,04146,550301,Sangameshwar (CT),Urban,Cooking outside house:, 50 , 41 , -   , 1 , -   , 2 , 5 , 1 , -   , -   , -   
HH3410,27,516,04146,550301,Sangameshwar (CT),Urban,Has Kitchen, 17 , 9 , -   , 1 , -   , 1 , 5 , 1 , -   , -   , -   
HH3410,27,516,04146,550301,Sangameshwar (CT),Urban,Does not have kitchen, 33 , 32 , -   , -   , -   , 1 , -   , -   , -   , -   , -   
HH3410,27,516,04146,550301,Sangameshwar (CT),Urban,No Cooking, 12 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 12 
HH3410,27,516,04146,550302,Maldhe (CT),Urban,Total," 1,946 "," 1,038 ", 172 , 4 , 3 , 567 , 89 , 6 , 5 , 47 , 15 
HH3410,27,516,04146,550302,Maldhe (CT),Urban,Cooking inside house:," 1,803 ", 981 , 124 , 4 , 3 , 551 , 89 , 5 , 5 , 41 , -   
HH3410,27,516,04146,550302,Maldhe (CT),Urban,Has Kitchen, 569 , 299 , 41 , 4 , 2 , 152 , 63 , 3 , 5 , -   , -   
HH3410,27,516,04146,550302,Maldhe (CT),Urban,Does not have kitchen," 1,234 ", 682 , 83 , -   , 1 , 399 , 26 , 2 , -   , 41 , -   
HH3410,27,516,04146,550302,Maldhe (CT),Urban,Cooking outside house:, 128 , 57 , 48 , -   , -   , 16 , -   , 1 , -   , 6 , -   
HH3410,27,516,04146,550302,Maldhe (CT),Urban,Has Kitchen, 84 , 57 , 4 , -   , -   , 16 , -   , 1 , -   , 6 , -   
HH3410,27,516,04146,550302,Maldhe (CT),Urban,Does not have kitchen, 44 , -   , 44 , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04146,550302,Maldhe (CT),Urban,No Cooking, 15 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 15 
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Total,Total," 57,054 "," 28,248 "," 1,950 ", 816 , 95 ," 2,830 "," 22,545 ", 29 , 117 , 52 , 372 
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Total,Cooking inside house:," 50,335 "," 23,126 "," 1,516 ", 645 , 84 ," 2,758 "," 22,021 ", 27 , 108 , 50 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Total,Has Kitchen," 34,132 "," 11,828 ", 483 , 336 , 55 ," 1,827 "," 19,464 ", 15 , 102 , 22 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Total,Does not have kitchen," 16,203 "," 11,298 "," 1,033 ", 309 , 29 , 931 ," 2,557 ", 12 , 6 , 28 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Total,Cooking outside house:," 6,347 "," 5,122 ", 434 , 171 , 11 , 72 , 524 , 2 , 9 , 2 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Total,Has Kitchen," 2,944 "," 2,423 ", 140 , 100 , 7 , 37 , 232 , 1 , 3 , 1 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Total,Does not have kitchen," 3,403 "," 2,699 ", 294 , 71 , 4 , 35 , 292 , 1 , 6 , 1 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Total,No Cooking, 372 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 372 
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Rural,Total," 36,620 "," 26,088 "," 1,762 ", 700 , 32 , 551 ," 7,247 ", 23 , 69 , 14 , 134 
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Rural,Cooking inside house:," 30,439 "," 21,171 "," 1,343 ", 534 , 24 , 501 ," 6,770 ", 21 , 62 , 13 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Rural,Has Kitchen," 17,264 "," 10,760 ", 363 , 270 , 13 , 370 ," 5,412 ", 10 , 60 , 6 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Rural,Does not have kitchen," 13,175 "," 10,411 ", 980 , 264 , 11 , 131 ," 1,358 ", 11 , 2 , 7 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Rural,Cooking outside house:," 6,047 "," 4,917 ", 419 , 166 , 8 , 50 , 477 , 2 , 7 , 1 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Rural,Has Kitchen," 2,777 "," 2,306 ", 134 , 97 , 5 , 26 , 206 , 1 , 2 , -   , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Rural,Does not have kitchen," 3,270 "," 2,611 ", 285 , 69 , 3 , 24 , 271 , 1 , 5 , 1 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Rural,No Cooking, 134 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 134 
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Urban,Total," 20,434 "," 2,160 ", 188 , 116 , 63 ," 2,279 "," 15,298 ", 6 , 48 , 38 , 238 
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Urban,Cooking inside house:," 19,896 "," 1,955 ", 173 , 111 , 60 ," 2,257 "," 15,251 ", 6 , 46 , 37 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Urban,Has Kitchen," 16,868 "," 1,068 ", 120 , 66 , 42 ," 1,457 "," 14,052 ", 5 , 42 , 16 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Urban,Does not have kitchen," 3,028 ", 887 , 53 , 45 , 18 , 800 ," 1,199 ", 1 , 4 , 21 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Urban,Cooking outside house:, 300 , 205 , 15 , 5 , 3 , 22 , 47 , -   , 2 , 1 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Urban,Has Kitchen, 167 , 117 , 6 , 3 , 2 , 11 , 26 , -   , 1 , 1 , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Urban,Does not have kitchen, 133 , 88 , 9 , 2 , 1 , 11 , 21 , -   , 1 , -   , -   
HH3410,27,516,04147,000000,Sub-District - Nandgaon,Urban,No Cooking, 238 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 238 
HH3410,27,516,04147,802773,Nandgaon (M Cl),Urban,Total," 4,698 ", 675 , 63 , 26 , 29 , 406 ," 3,387 ", -   , 3 , 1 , 108 
HH3410,27,516,04147,802773,Nandgaon (M Cl),Urban,Cooking inside house:," 4,508 ", 622 , 51 , 26 , 27 , 400 ," 3,379 ", -   , 2 , 1 , -   
HH3410,27,516,04147,802773,Nandgaon (M Cl),Urban,Has Kitchen," 3,565 ", 359 , 32 , 19 , 21 , 184 ," 2,949 ", -   , 1 , -   , -   
HH3410,27,516,04147,802773,Nandgaon (M Cl),Urban,Does not have kitchen, 943 , 263 , 19 , 7 , 6 , 216 , 430 , -   , 1 , 1 , -   
HH3410,27,516,04147,802773,Nandgaon (M Cl),Urban,Cooking outside house:, 82 , 53 , 12 , -   , 2 , 6 , 8 , -   , 1 , -   , -   
HH3410,27,516,04147,802773,Nandgaon (M Cl),Urban,Has Kitchen, 38 , 23 , 5 , -   , 2 , 2 , 5 , -   , 1 , -   , -   
HH3410,27,516,04147,802773,Nandgaon (M Cl),Urban,Does not have kitchen, 44 , 30 , 7 , -   , -   , 4 , 3 , -   , -   , -   , -   
HH3410,27,516,04147,802773,Nandgaon (M Cl),Urban,No Cooking, 108 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 108 
HH3410,27,516,04147,802774,Manmad (M Cl),Urban,Total," 15,736 "," 1,485 ", 125 , 90 , 34 ," 1,873 "," 11,911 ", 6 , 45 , 37 , 130 
HH3410,27,516,04147,802774,Manmad (M Cl),Urban,Cooking inside house:," 15,388 "," 1,333 ", 122 , 85 , 33 ," 1,857 "," 11,872 ", 6 , 44 , 36 , -   
HH3410,27,516,04147,802774,Manmad (M Cl),Urban,Has Kitchen," 13,303 ", 709 , 88 , 47 , 21 ," 1,273 "," 11,103 ", 5 , 41 , 16 , -   
HH3410,27,516,04147,802774,Manmad (M Cl),Urban,Does not have kitchen," 2,085 ", 624 , 34 , 38 , 12 , 584 , 769 , 1 , 3 , 20 , -   
HH3410,27,516,04147,802774,Manmad (M Cl),Urban,Cooking outside house:, 218 , 152 , 3 , 5 , 1 , 16 , 39 , -   , 1 , 1 , -   
HH3410,27,516,04147,802774,Manmad (M Cl),Urban,Has Kitchen, 129 , 94 , 1 , 3 , -   , 9 , 21 , -   , -   , 1 , -   
HH3410,27,516,04147,802774,Manmad (M Cl),Urban,Does not have kitchen, 89 , 58 , 2 , 2 , 1 , 7 , 18 , -   , 1 , -   , -   
HH3410,27,516,04147,802774,Manmad (M Cl),Urban,No Cooking, 130 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 130 
HH3410,27,516,04148,000000,Sub-District - Chandvad,Total,Total," 43,837 "," 28,972 ", 728 , 968 , 32 ," 1,112 "," 11,543 ", 36 , 157 , 33 , 256 
HH3410,27,516,04148,000000,Sub-District - Chandvad,Total,Cooking inside house:," 40,194 "," 26,367 ", 575 , 811 , 29 ," 1,090 "," 11,118 ", 31 , 149 , 24 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Total,Has Kitchen," 28,852 "," 17,242 ", 382 , 470 , 22 , 773 ," 9,797 ", 20 , 128 , 18 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Total,Does not have kitchen," 11,342 "," 9,125 ", 193 , 341 , 7 , 317 ," 1,321 ", 11 , 21 , 6 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Total,Cooking outside house:," 3,387 "," 2,605 ", 153 , 157 , 3 , 22 , 425 , 5 , 8 , 9 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Total,Has Kitchen," 1,534 "," 1,268 ", 32 , 52 , -   , 4 , 173 , -   , 4 , 1 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Total,Does not have kitchen," 1,853 "," 1,337 ", 121 , 105 , 3 , 18 , 252 , 5 , 4 , 8 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Total,No Cooking, 256 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 256 
HH3410,27,516,04148,000000,Sub-District - Chandvad,Rural,Total," 39,347 "," 27,612 ", 690 , 957 , 28 , 560 ," 9,061 ", 34 , 151 , 30 , 224 
HH3410,27,516,04148,000000,Sub-District - Chandvad,Rural,Cooking inside house:," 35,909 "," 25,154 ", 538 , 803 , 25 , 540 ," 8,656 ", 29 , 143 , 21 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Rural,Has Kitchen," 25,423 "," 16,522 ", 356 , 463 , 20 , 413 ," 7,490 ", 20 , 122 , 17 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Rural,Does not have kitchen," 10,486 "," 8,632 ", 182 , 340 , 5 , 127 ," 1,166 ", 9 , 21 , 4 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Rural,Cooking outside house:," 3,214 "," 2,458 ", 152 , 154 , 3 , 20 , 405 , 5 , 8 , 9 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Rural,Has Kitchen," 1,460 "," 1,215 ", 32 , 49 , -   , 2 , 157 , -   , 4 , 1 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Rural,Does not have kitchen," 1,754 "," 1,243 ", 120 , 105 , 3 , 18 , 248 , 5 , 4 , 8 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Rural,No Cooking, 224 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 224 
HH3410,27,516,04148,000000,Sub-District - Chandvad,Urban,Total," 4,490 "," 1,360 ", 38 , 11 , 4 , 552 ," 2,482 ", 2 , 6 , 3 , 32 
HH3410,27,516,04148,000000,Sub-District - Chandvad,Urban,Cooking inside house:," 4,285 "," 1,213 ", 37 , 8 , 4 , 550 ," 2,462 ", 2 , 6 , 3 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Urban,Has Kitchen," 3,429 ", 720 , 26 , 7 , 2 , 360 ," 2,307 ", -   , 6 , 1 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Urban,Does not have kitchen, 856 , 493 , 11 , 1 , 2 , 190 , 155 , 2 , -   , 2 , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Urban,Cooking outside house:, 173 , 147 , 1 , 3 , -   , 2 , 20 , -   , -   , -   , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Urban,Has Kitchen, 74 , 53 , -   , 3 , -   , 2 , 16 , -   , -   , -   , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Urban,Does not have kitchen, 99 , 94 , 1 , -   , -   , -   , 4 , -   , -   , -   , -   
HH3410,27,516,04148,000000,Sub-District - Chandvad,Urban,No Cooking, 32 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 32 
HH3410,27,516,04148,550516,Chandvad (CT),Urban,Total," 4,490 "," 1,360 ", 38 , 11 , 4 , 552 ," 2,482 ", 2 , 6 , 3 , 32 
HH3410,27,516,04148,550516,Chandvad (CT),Urban,Cooking inside house:," 4,285 "," 1,213 ", 37 , 8 , 4 , 550 ," 2,462 ", 2 , 6 , 3 , -   
HH3410,27,516,04148,550516,Chandvad (CT),Urban,Has Kitchen," 3,429 ", 720 , 26 , 7 , 2 , 360 ," 2,307 ", -   , 6 , 1 , -   
HH3410,27,516,04148,550516,Chandvad (CT),Urban,Does not have kitchen, 856 , 493 , 11 , 1 , 2 , 190 , 155 , 2 , -   , 2 , -   
HH3410,27,516,04148,550516,Chandvad (CT),Urban,Cooking outside house:, 173 , 147 , 1 , 3 , -   , 2 , 20 , -   , -   , -   , -   
HH3410,27,516,04148,550516,Chandvad (CT),Urban,Has Kitchen, 74 , 53 , -   , 3 , -   , 2 , 16 , -   , -   , -   , -   
HH3410,27,516,04148,550516,Chandvad (CT),Urban,Does not have kitchen, 99 , 94 , 1 , -   , -   , -   , 4 , -   , -   , -   , -   
HH3410,27,516,04148,550516,Chandvad (CT),Urban,No Cooking, 32 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 32 
HH3410,27,516,04149,000000,Sub-District - Dindori,Total,Total," 56,297 "," 33,448 "," 1,159 "," 2,303 ", 39 ," 1,404 "," 17,398 ", 28 , 112 , 31 , 375 
HH3410,27,516,04149,000000,Sub-District - Dindori,Total,Cooking inside house:," 53,091 "," 31,855 "," 1,056 "," 2,124 ", 30 ," 1,351 "," 16,511 ", 26 , 110 , 28 , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Total,Has Kitchen," 40,140 "," 22,258 ", 651 ," 1,471 ", 18 ," 1,007 "," 14,598 ", 12 , 101 , 24 , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Total,Does not have kitchen," 12,951 "," 9,597 ", 405 , 653 , 12 , 344 ," 1,913 ", 14 , 9 , 4 , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Total,Cooking outside house:," 2,831 "," 1,593 ", 103 , 179 , 9 , 53 , 887 , 2 , 2 , 3 , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Total,Has Kitchen, 551 , 363 , 24 , 54 , 1 , 3 , 106 , -   , -   , -   , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Total,Does not have kitchen," 2,280 "," 1,230 ", 79 , 125 , 8 , 50 , 781 , 2 , 2 , 3 , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Total,No Cooking, 375 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 375 
HH3410,27,516,04149,000000,Sub-District - Dindori,Rural,Total," 56,297 "," 33,448 "," 1,159 "," 2,303 ", 39 ," 1,404 "," 17,398 ", 28 , 112 , 31 , 375 
HH3410,27,516,04149,000000,Sub-District - Dindori,Rural,Cooking inside house:," 53,091 "," 31,855 "," 1,056 "," 2,124 ", 30 ," 1,351 "," 16,511 ", 26 , 110 , 28 , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Rural,Has Kitchen," 40,140 "," 22,258 ", 651 ," 1,471 ", 18 ," 1,007 "," 14,598 ", 12 , 101 , 24 , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Rural,Does not have kitchen," 12,951 "," 9,597 ", 405 , 653 , 12 , 344 ," 1,913 ", 14 , 9 , 4 , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Rural,Cooking outside house:," 2,831 "," 1,593 ", 103 , 179 , 9 , 53 , 887 , 2 , 2 , 3 , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Rural,Has Kitchen, 551 , 363 , 24 , 54 , 1 , 3 , 106 , -   , -   , -   , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Rural,Does not have kitchen," 2,280 "," 1,230 ", 79 , 125 , 8 , 50 , 781 , 2 , 2 , 3 , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Rural,No Cooking, 375 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 375 
HH3410,27,516,04149,000000,Sub-District - Dindori,Urban,Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Urban,Cooking inside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Urban,Cooking outside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04149,000000,Sub-District - Dindori,Urban,No Cooking, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Total,Total," 23,979 "," 21,835 ", 199 , 203 , 5 , 126 ," 1,400 ", 17 , 21 , 28 , 145 
HH3410,27,516,04150,000000,Sub-District - Peint,Total,Cooking inside house:," 23,219 "," 21,284 ", 183 , 194 , 5 , 124 ," 1,367 ", 16 , 20 , 26 , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Total,Has Kitchen," 14,393 "," 12,926 ", 103 , 94 , 4 , 98 ," 1,128 ", 11 , 12 , 17 , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Total,Does not have kitchen," 8,826 "," 8,358 ", 80 , 100 , 1 , 26 , 239 , 5 , 8 , 9 , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Total,Cooking outside house:, 615 , 551 , 16 , 9 , -   , 2 , 33 , 1 , 1 , 2 , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Total,Has Kitchen, 151 , 136 , 6 , 3 , -   , 1 , 5 , -   , -   , -   , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Total,Does not have kitchen, 464 , 415 , 10 , 6 , -   , 1 , 28 , 1 , 1 , 2 , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Total,No Cooking, 145 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 145 
HH3410,27,516,04150,000000,Sub-District - Peint,Rural,Total," 23,979 "," 21,835 ", 199 , 203 , 5 , 126 ," 1,400 ", 17 , 21 , 28 , 145 
HH3410,27,516,04150,000000,Sub-District - Peint,Rural,Cooking inside house:," 23,219 "," 21,284 ", 183 , 194 , 5 , 124 ," 1,367 ", 16 , 20 , 26 , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Rural,Has Kitchen," 14,393 "," 12,926 ", 103 , 94 , 4 , 98 ," 1,128 ", 11 , 12 , 17 , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Rural,Does not have kitchen," 8,826 "," 8,358 ", 80 , 100 , 1 , 26 , 239 , 5 , 8 , 9 , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Rural,Cooking outside house:, 615 , 551 , 16 , 9 , -   , 2 , 33 , 1 , 1 , 2 , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Rural,Has Kitchen, 151 , 136 , 6 , 3 , -   , 1 , 5 , -   , -   , -   , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Rural,Does not have kitchen, 464 , 415 , 10 , 6 , -   , 1 , 28 , 1 , 1 , 2 , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Rural,No Cooking, 145 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 145 
HH3410,27,516,04150,000000,Sub-District - Peint,Urban,Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Urban,Cooking inside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Urban,Cooking outside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04150,000000,Sub-District - Peint,Urban,No Cooking, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Total,Total," 29,652 "," 24,847 ", 356 , 629 , 13 , 304 ," 3,101 ", 27 , 85 , 45 , 245 
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Total,Cooking inside house:," 28,025 "," 23,626 ", 313 , 603 , 11 , 292 ," 3,041 ", 23 , 75 , 41 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Total,Has Kitchen," 16,769 "," 13,340 ", 196 , 237 , 7 , 189 ," 2,740 ", 14 , 28 , 18 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Total,Does not have kitchen," 11,256 "," 10,286 ", 117 , 366 , 4 , 103 , 301 , 9 , 47 , 23 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Total,Cooking outside house:," 1,382 "," 1,221 ", 43 , 26 , 2 , 12 , 60 , 4 , 10 , 4 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Total,Has Kitchen, 673 , 609 , 31 , 20 , 1 , 1 , 6 , 1 , 1 , 3 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Total,Does not have kitchen, 709 , 612 , 12 , 6 , 1 , 11 , 54 , 3 , 9 , 1 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Total,No Cooking, 245 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 245 
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Rural,Total," 27,500 "," 24,439 ", 343 , 617 , 13 , 153 ," 1,571 ", 26 , 81 , 44 , 213 
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Rural,Cooking inside house:," 25,916 "," 23,221 ", 300 , 591 , 11 , 142 ," 1,518 ", 22 , 71 , 40 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Rural,Has Kitchen," 14,797 "," 12,975 ", 186 , 227 , 7 , 66 ," 1,282 ", 13 , 24 , 17 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Rural,Does not have kitchen," 11,119 "," 10,246 ", 114 , 364 , 4 , 76 , 236 , 9 , 47 , 23 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Rural,Cooking outside house:," 1,371 "," 1,218 ", 43 , 26 , 2 , 11 , 53 , 4 , 10 , 4 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Rural,Has Kitchen, 671 , 607 , 31 , 20 , 1 , 1 , 6 , 1 , 1 , 3 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Rural,Does not have kitchen, 700 , 611 , 12 , 6 , 1 , 10 , 47 , 3 , 9 , 1 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Rural,No Cooking, 213 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 213 
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Urban,Total," 2,152 ", 408 , 13 , 12 , -   , 151 ," 1,530 ", 1 , 4 , 1 , 32 
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Urban,Cooking inside house:," 2,109 ", 405 , 13 , 12 , -   , 150 ," 1,523 ", 1 , 4 , 1 , -   
HH3410,27,516,04151,000000,Sub-District - Trimbakeshwar,Urban,Has Kitchen," 1,972 ", 365 , 10 , 10 , -   , 123 ," 1,458 ", 1 , 4 , 1 , -   
