TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Kitchen_Type,Total_Households,Firewood,CropResidue,Cowdung,Coal,Kerosene,LPG,Electricity,Biogas,Other,NoCooking
HH3410,27,516,00000,000000,District - Nashik,Rural,Has Kitchen," 23,403 "," 18,183 "," 1,221 "," 1,195 ", 94 , 246 ," 2,386 ", 14 , 44 , 20 , -   
HH3410,27,516,00000,000000,District - Nashik,Rural,Does not have kitchen," 33,962 "," 24,658 "," 1,771 "," 1,071 ", 78 , 530 ," 5,591 ", 54 , 97 , 112 , -   
HH3410,27,516,00000,000000,District - Nashik,Rural,No Cooking," 3,761 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ," 3,761 "
HH3410,27,516,00000,000000,District - Nashik,Urban,Total," 518,316 "," 59,443 "," 3,922 "," 2,223 ", 668 ," 73,605 "," 370,168 ", 161 , 888 , 599 ," 6,639 "
HH3410,27,516,00000,000000,District - Nashik,Urban,Cooking inside house:," 506,390 "," 56,979 "," 3,784 "," 2,152 ", 647 ," 72,232 "," 369,049 ", 155 , 881 , 511 , -   
HH3410,27,516,00000,000000,District - Nashik,Urban,Has Kitchen," 403,207 "," 27,236 "," 1,914 "," 1,502 ", 433 ," 35,355 "," 335,665 ", 109 , 711 , 282 , -   
HH3410,27,516,00000,000000,District - Nashik,Urban,Does not have kitchen," 103,183 "," 29,743 "," 1,870 ", 650 , 214 ," 36,877 "," 33,384 ", 46 , 170 , 229 , -   
HH3410,27,516,00000,000000,District - Nashik,Urban,Cooking outside house:," 5,287 "," 2,464 ", 138 , 71 , 21 ," 1,373 "," 1,119 ", 6 , 7 , 88 , -   
HH3410,27,516,00000,000000,District - Nashik,Urban,Has Kitchen," 1,948 ", 873 , 63 , 36 , 9 , 385 , 489 , 5 , 4 , 84 , -   
HH3410,27,516,00000,000000,District - Nashik,Urban,Does not have kitchen," 3,339 "," 1,591 ", 75 , 35 , 12 , 988 , 630 , 1 , 3 , 4 , -   
HH3410,27,516,00000,000000,District - Nashik,Urban,No Cooking," 6,639 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ," 6,639 "
HH3410,27,516,04142,000000,Sub-District - Surgana,Total,Total," 37,012 "," 34,704 ", 213 , 528 , 20 , 296 ," 1,125 ", 21 , 18 , 5 , 82 
HH3410,27,516,04142,000000,Sub-District - Surgana,Total,Cooking inside house:," 35,196 "," 33,120 ", 176 , 467 , 13 , 287 ," 1,092 ", 20 , 17 , 4 , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Total,Has Kitchen," 17,040 "," 15,696 ", 82 , 147 , 7 , 187 , 901 , 11 , 7 , 2 , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Total,Does not have kitchen," 18,156 "," 17,424 ", 94 , 320 , 6 , 100 , 191 , 9 , 10 , 2 , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Total,Cooking outside house:," 1,734 "," 1,584 ", 37 , 61 , 7 , 9 , 33 , 1 , 1 , 1 , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Total,Has Kitchen, 667 , 597 , 21 , 42 , 1 , -   , 6 , -   , -   , -   , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Total,Does not have kitchen," 1,067 ", 987 , 16 , 19 , 6 , 9 , 27 , 1 , 1 , 1 , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Total,No Cooking, 82 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 82 
HH3410,27,516,04142,000000,Sub-District - Surgana,Rural,Total," 35,846 "," 34,165 ", 200 , 528 , 17 , 177 , 645 , 19 , 17 , 5 , 73 
HH3410,27,516,04142,000000,Sub-District - Surgana,Rural,Cooking inside house:," 34,040 "," 32,581 ", 163 , 467 , 10 , 168 , 613 , 18 , 16 , 4 , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Rural,Has Kitchen," 16,149 "," 15,334 ", 72 , 147 , 5 , 90 , 483 , 10 , 6 , 2 , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Rural,Does not have kitchen," 17,891 "," 17,247 ", 91 , 320 , 5 , 78 , 130 , 8 , 10 , 2 , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Rural,Cooking outside house:," 1,733 "," 1,584 ", 37 , 61 , 7 , 9 , 32 , 1 , 1 , 1 , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Rural,Has Kitchen, 666 , 597 , 21 , 42 , 1 , -   , 5 , -   , -   , -   , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Rural,Does not have kitchen," 1,067 ", 987 , 16 , 19 , 6 , 9 , 27 , 1 , 1 , 1 , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Rural,No Cooking, 73 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 73 
HH3410,27,516,04142,000000,Sub-District - Surgana,Urban,Total," 1,166 ", 539 , 13 , -   , 3 , 119 , 480 , 2 , 1 , -   , 9 
HH3410,27,516,04142,000000,Sub-District - Surgana,Urban,Cooking inside house:," 1,156 ", 539 , 13 , -   , 3 , 119 , 479 , 2 , 1 , -   , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Urban,Has Kitchen, 891 , 362 , 10 , -   , 2 , 97 , 418 , 1 , 1 , -   , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Urban,Does not have kitchen, 265 , 177 , 3 , -   , 1 , 22 , 61 , 1 , -   , -   , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Urban,Cooking outside house:, 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Urban,Has Kitchen, 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04142,000000,Sub-District - Surgana,Urban,No Cooking, 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 9 
HH3410,27,516,04142,549783,Surgana (CT),Urban,Total," 1,166 ", 539 , 13 , -   , 3 , 119 , 480 , 2 , 1 , -   , 9 
HH3410,27,516,04142,549783,Surgana (CT),Urban,Cooking inside house:," 1,156 ", 539 , 13 , -   , 3 , 119 , 479 , 2 , 1 , -   , -   
HH3410,27,516,04142,549783,Surgana (CT),Urban,Has Kitchen, 891 , 362 , 10 , -   , 2 , 97 , 418 , 1 , 1 , -   , -   
HH3410,27,516,04142,549783,Surgana (CT),Urban,Does not have kitchen, 265 , 177 , 3 , -   , 1 , 22 , 61 , 1 , -   , -   , -   
HH3410,27,516,04142,549783,Surgana (CT),Urban,Cooking outside house:, 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   
HH3410,27,516,04142,549783,Surgana (CT),Urban,Has Kitchen, 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   
HH3410,27,516,04142,549783,Surgana (CT),Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04142,549783,Surgana (CT),Urban,No Cooking, 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 9 
HH3410,27,516,04143,000000,Sub-District - Kalwan,Total,Total," 38,679 "," 30,111 ", 397 , 148 , 33 , 971 ," 6,858 ", 37 , 31 , 9 , 84 
HH3410,27,516,04143,000000,Sub-District - Kalwan,Total,Cooking inside house:," 37,052 "," 28,819 ", 350 , 135 , 32 , 956 ," 6,689 ", 34 , 31 , 6 , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Total,Has Kitchen," 25,843 "," 18,557 ", 213 , 104 , 27 , 651 ," 6,237 ", 18 , 31 , 5 , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Total,Does not have kitchen," 11,209 "," 10,262 ", 137 , 31 , 5 , 305 , 452 , 16 , -   , 1 , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Total,Cooking outside house:," 1,543 "," 1,292 ", 47 , 13 , 1 , 15 , 169 , 3 , -   , 3 , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Total,Has Kitchen, 424 , 364 , 14 , 10 , 1 , 4 , 29 , 2 , -   , -   , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Total,Does not have kitchen," 1,119 ", 928 , 33 , 3 , -   , 11 , 140 , 1 , -   , 3 , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Total,No Cooking, 84 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 84 
HH3410,27,516,04143,000000,Sub-District - Kalwan,Rural,Total," 38,679 "," 30,111 ", 397 , 148 , 33 , 971 ," 6,858 ", 37 , 31 , 9 , 84 
HH3410,27,516,04143,000000,Sub-District - Kalwan,Rural,Cooking inside house:," 37,052 "," 28,819 ", 350 , 135 , 32 , 956 ," 6,689 ", 34 , 31 , 6 , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Rural,Has Kitchen," 25,843 "," 18,557 ", 213 , 104 , 27 , 651 ," 6,237 ", 18 , 31 , 5 , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Rural,Does not have kitchen," 11,209 "," 10,262 ", 137 , 31 , 5 , 305 , 452 , 16 , -   , 1 , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Rural,Cooking outside house:," 1,543 "," 1,292 ", 47 , 13 , 1 , 15 , 169 , 3 , -   , 3 , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Rural,Has Kitchen, 424 , 364 , 14 , 10 , 1 , 4 , 29 , 2 , -   , -   , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Rural,Does not have kitchen," 1,119 ", 928 , 33 , 3 , -   , 11 , 140 , 1 , -   , 3 , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Rural,No Cooking, 84 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 84 
HH3410,27,516,04143,000000,Sub-District - Kalwan,Urban,Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Urban,Cooking inside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Urban,Cooking outside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04143,000000,Sub-District - Kalwan,Urban,No Cooking, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Total,Total," 28,367 "," 19,543 ", 462 , 132 , 38 , 435 ," 7,479 ", 23 , 55 , 69 , 131 
HH3410,27,516,04144,000000,Sub-District - Deola,Total,Cooking inside house:," 25,426 "," 17,279 ", 401 , 100 , 29 , 396 ," 7,089 ", 23 , 53 , 56 , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Total,Has Kitchen," 19,969 "," 12,681 ", 244 , 66 , 17 , 295 ," 6,542 ", 20 , 49 , 55 , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Total,Does not have kitchen," 5,457 "," 4,598 ", 157 , 34 , 12 , 101 , 547 , 3 , 4 , 1 , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Total,Cooking outside house:," 2,810 "," 2,264 ", 61 , 32 , 9 , 39 , 390 , -   , 2 , 13 , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Total,Has Kitchen," 1,340 "," 1,141 ", 24 , 21 , 4 , 6 , 143 , -   , 1 , -   , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Total,Does not have kitchen," 1,470 "," 1,123 ", 37 , 11 , 5 , 33 , 247 , -   , 1 , 13 , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Total,No Cooking, 131 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 131 
HH3410,27,516,04144,000000,Sub-District - Deola,Rural,Total," 28,367 "," 19,543 ", 462 , 132 , 38 , 435 ," 7,479 ", 23 , 55 , 69 , 131 
HH3410,27,516,04144,000000,Sub-District - Deola,Rural,Cooking inside house:," 25,426 "," 17,279 ", 401 , 100 , 29 , 396 ," 7,089 ", 23 , 53 , 56 , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Rural,Has Kitchen," 19,969 "," 12,681 ", 244 , 66 , 17 , 295 ," 6,542 ", 20 , 49 , 55 , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Rural,Does not have kitchen," 5,457 "," 4,598 ", 157 , 34 , 12 , 101 , 547 , 3 , 4 , 1 , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Rural,Cooking outside house:," 2,810 "," 2,264 ", 61 , 32 , 9 , 39 , 390 , -   , 2 , 13 , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Rural,Has Kitchen," 1,340 "," 1,141 ", 24 , 21 , 4 , 6 , 143 , -   , 1 , -   , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Rural,Does not have kitchen," 1,470 "," 1,123 ", 37 , 11 , 5 , 33 , 247 , -   , 1 , 13 , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Rural,No Cooking, 131 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 131 
HH3410,27,516,04144,000000,Sub-District - Deola,Urban,Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Urban,Cooking inside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Urban,Cooking outside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04144,000000,Sub-District - Deola,Urban,No Cooking, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Total,Total," 71,703 "," 47,672 "," 1,427 ", 343 , 139 ," 1,472 "," 20,005 ", 47 , 114 , 172 , 312 
HH3410,27,516,04145,000000,Sub-District - Baglan,Total,Cooking inside house:," 64,015 "," 41,591 "," 1,267 ", 191 , 59 ," 1,386 "," 19,250 ", 45 , 106 , 120 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Total,Has Kitchen," 48,526 "," 28,522 ", 713 , 117 , 47 ," 1,064 "," 17,840 ", 31 , 92 , 100 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Total,Does not have kitchen," 15,489 "," 13,069 ", 554 , 74 , 12 , 322 ," 1,410 ", 14 , 14 , 20 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Total,Cooking outside house:," 7,376 "," 6,081 ", 160 , 152 , 80 , 86 , 755 , 2 , 8 , 52 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Total,Has Kitchen," 3,243 "," 2,852 ", 57 , 24 , 57 , 19 , 225 , 1 , -   , 8 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Total,Does not have kitchen," 4,133 "," 3,229 ", 103 , 128 , 23 , 67 , 530 , 1 , 8 , 44 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Total,No Cooking, 312 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 312 
HH3410,27,516,04145,000000,Sub-District - Baglan,Rural,Total," 64,122 "," 46,518 "," 1,367 ", 334 , 132 ," 1,005 "," 14,180 ", 47 , 99 , 167 , 273 
HH3410,27,516,04145,000000,Sub-District - Baglan,Rural,Cooking inside house:," 56,742 "," 40,662 "," 1,216 ", 183 , 54 , 940 ," 13,436 ", 45 , 91 , 115 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Rural,Has Kitchen," 41,728 "," 27,909 ", 666 , 109 , 42 , 639 ," 12,159 ", 31 , 77 , 96 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Rural,Does not have kitchen," 15,014 "," 12,753 ", 550 , 74 , 12 , 301 ," 1,277 ", 14 , 14 , 19 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Rural,Cooking outside house:," 7,107 "," 5,856 ", 151 , 151 , 78 , 65 , 744 , 2 , 8 , 52 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Rural,Has Kitchen," 3,219 "," 2,837 ", 57 , 23 , 57 , 13 , 223 , 1 , -   , 8 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Rural,Does not have kitchen," 3,888 "," 3,019 ", 94 , 128 , 21 , 52 , 521 , 1 , 8 , 44 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Rural,No Cooking, 273 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 273 
HH3410,27,516,04145,000000,Sub-District - Baglan,Urban,Total," 7,581 "," 1,154 ", 60 , 9 , 7 , 467 ," 5,825 ", -   , 15 , 5 , 39 
HH3410,27,516,04145,000000,Sub-District - Baglan,Urban,Cooking inside house:," 7,273 ", 929 , 51 , 8 , 5 , 446 ," 5,814 ", -   , 15 , 5 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Urban,Has Kitchen," 6,798 ", 613 , 47 , 8 , 5 , 425 ," 5,681 ", -   , 15 , 4 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Urban,Does not have kitchen, 475 , 316 , 4 , -   , -   , 21 , 133 , -   , -   , 1 , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Urban,Cooking outside house:, 269 , 225 , 9 , 1 , 2 , 21 , 11 , -   , -   , -   , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Urban,Has Kitchen, 24 , 15 , -   , 1 , -   , 6 , 2 , -   , -   , -   , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Urban,Does not have kitchen, 245 , 210 , 9 , -   , 2 , 15 , 9 , -   , -   , -   , -   
HH3410,27,516,04145,000000,Sub-District - Baglan,Urban,No Cooking, 39 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 39 
HH3410,27,516,04145,802771,Satana (M Cl),Urban,Total," 7,581 "," 1,154 ", 60 , 9 , 7 , 467 ," 5,825 ", -   , 15 , 5 , 39 
HH3410,27,516,04145,802771,Satana (M Cl),Urban,Cooking inside house:," 7,273 ", 929 , 51 , 8 , 5 , 446 ," 5,814 ", -   , 15 , 5 , -   
HH3410,27,516,04145,802771,Satana (M Cl),Urban,Has Kitchen," 6,798 ", 613 , 47 , 8 , 5 , 425 ," 5,681 ", -   , 15 , 4 , -   
HH3410,27,516,04145,802771,Satana (M Cl),Urban,Does not have kitchen, 475 , 316 , 4 , -   , -   , 21 , 133 , -   , -   , 1 , -   
HH3410,27,516,04145,802771,Satana (M Cl),Urban,Cooking outside house:, 269 , 225 , 9 , 1 , 2 , 21 , 11 , -   , -   , -   , -   
HH3410,27,516,04145,802771,Satana (M Cl),Urban,Has Kitchen, 24 , 15 , -   , 1 , -   , 6 , 2 , -   , -   , -   , -   
HH3410,27,516,04145,802771,Satana (M Cl),Urban,Does not have kitchen, 245 , 210 , 9 , -   , 2 , 15 , 9 , -   , -   , -   , -   
HH3410,27,516,04145,802771,Satana (M Cl),Urban,No Cooking, 39 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 39 
HH3410,27,516,04146,000000,Sub-District - Malegaon,Total,Total," 171,689 "," 76,237 "," 4,859 "," 1,442 ", 236 ," 34,603 "," 52,134 ", 127 , 519 , 272 ," 1,260 "
HH3410,27,516,04146,000000,Sub-District - Malegaon,Total,Cooking inside house:," 160,458 "," 68,868 "," 4,433 "," 1,282 ", 209 ," 33,590 "," 51,198 ", 116 , 504 , 258 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Total,Has Kitchen," 92,643 "," 33,554 "," 1,471 ", 679 , 98 ," 14,081 "," 42,217 ", 76 , 352 , 115 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Total,Does not have kitchen," 67,815 "," 35,314 "," 2,962 ", 603 , 111 ," 19,509 "," 8,981 ", 40 , 152 , 143 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Total,Cooking outside house:," 9,971 "," 7,369 ", 426 , 160 , 27 ," 1,013 ", 936 , 11 , 15 , 14 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Total,Has Kitchen," 3,464 "," 2,615 ", 122 , 91 , 12 , 257 , 347 , 6 , 6 , 8 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Total,Does not have kitchen," 6,507 "," 4,754 ", 304 , 69 , 15 , 756 , 589 , 5 , 9 , 6 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Total,No Cooking," 1,260 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,260 "
HH3410,27,516,04146,000000,Sub-District - Malegaon,Rural,Total," 73,590 "," 50,433 "," 2,949 "," 1,009 ", 85 ," 1,825 "," 16,573 ", 68 , 152 , 68 , 428 
HH3410,27,516,04146,000000,Sub-District - Malegaon,Rural,Cooking inside house:," 65,234 "," 43,888 "," 2,582 ", 859 , 63 ," 1,698 "," 15,884 ", 60 , 137 , 63 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Rural,Has Kitchen," 41,059 "," 25,451 ", 949 , 463 , 33 ," 1,126 "," 12,841 ", 46 , 106 , 44 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Rural,Does not have kitchen," 24,175 "," 18,437 "," 1,633 ", 396 , 30 , 572 ," 3,043 ", 14 , 31 , 19 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Rural,Cooking outside house:," 7,928 "," 6,545 ", 367 , 150 , 22 , 127 , 689 , 8 , 15 , 5 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Rural,Has Kitchen," 2,842 "," 2,341 ", 109 , 87 , 11 , 52 , 231 , 4 , 6 , 1 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Rural,Does not have kitchen," 5,086 "," 4,204 ", 258 , 63 , 11 , 75 , 458 , 4 , 9 , 4 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Rural,No Cooking, 428 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 428 
HH3410,27,516,04146,000000,Sub-District - Malegaon,Urban,Total," 98,099 "," 25,804 "," 1,910 ", 433 , 151 ," 32,778 "," 35,561 ", 59 , 367 , 204 , 832 
HH3410,27,516,04146,000000,Sub-District - Malegaon,Urban,Cooking inside house:," 95,224 "," 24,980 "," 1,851 ", 423 , 146 ," 31,892 "," 35,314 ", 56 , 367 , 195 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Urban,Has Kitchen," 51,584 "," 8,103 ", 522 , 216 , 65 ," 12,955 "," 29,376 ", 30 , 246 , 71 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Urban,Does not have kitchen," 43,640 "," 16,877 "," 1,329 ", 207 , 81 ," 18,937 "," 5,938 ", 26 , 121 , 124 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Urban,Cooking outside house:," 2,043 ", 824 , 59 , 10 , 5 , 886 , 247 , 3 , -   , 9 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Urban,Has Kitchen, 622 , 274 , 13 , 4 , 1 , 205 , 116 , 2 , -   , 7 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Urban,Does not have kitchen," 1,421 ", 550 , 46 , 6 , 4 , 681 , 131 , 1 , -   , 2 , -   
HH3410,27,516,04146,000000,Sub-District - Malegaon,Urban,No Cooking, 832 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 832 
HH3410,27,516,04146,802772,Malegaon (M Corp. + OG),Urban,Total," 78,703 "," 18,951 "," 1,428 ", 364 , 135 ," 30,207 "," 26,372 ", 33 , 346 , 139 , 728 
HH3410,27,516,04146,802772,Malegaon (M Corp. + OG),Urban,Cooking inside house:," 76,301 "," 18,355 "," 1,419 ", 355 , 130 ," 29,365 "," 26,162 ", 32 , 346 , 137 , -   
HH3410,27,516,04146,802772,Malegaon (M Corp. + OG),Urban,Has Kitchen," 39,645 "," 6,152 ", 388 , 178 , 56 ," 11,645 "," 20,918 ", 16 , 225 , 67 , -   
HH3410,27,516,04146,802772,Malegaon (M Corp. + OG),Urban,Does not have kitchen," 36,656 "," 12,203 "," 1,031 ", 177 , 74 ," 17,720 "," 5,244 ", 16 , 121 , 70 , -   
HH3410,27,516,04146,802772,Malegaon (M Corp. + OG),Urban,Cooking outside house:," 1,674 ", 596 , 9 , 9 , 5 , 842 , 210 , 1 , -   , 2 , -   
HH3410,27,516,04146,802772,Malegaon (M Corp. + OG),Urban,Has Kitchen, 391 , 121 , 7 , 3 , 1 , 173 , 85 , -   , -   , 1 , -   
HH3410,27,516,04146,802772,Malegaon (M Corp. + OG),Urban,Does not have kitchen," 1,283 ", 475 , 2 , 6 , 4 , 669 , 125 , 1 , -   , 1 , -   
HH3410,27,516,04146,802772,Malegaon (M Corp. + OG),Urban,No Cooking, 728 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 728 
HH3410,27,516,04146,550299,Dyane (CT),Urban,Total," 8,180 "," 5,117 ", 284 , 25 , 7 ," 1,408 "," 1,281 ", 13 , 1 , 13 , 31 
HH3410,27,516,04146,550299,Dyane (CT),Urban,Cooking inside house:," 8,057 "," 5,054 ", 282 , 25 , 7 ," 1,384 "," 1,278 ", 13 , 1 , 13 , -   
HH3410,27,516,04146,550299,Dyane (CT),Urban,Has Kitchen," 2,937 "," 1,270 ", 69 , 4 , 1 , 684 , 903 , 5 , 1 , -   , -   
HH3410,27,516,04146,550299,Dyane (CT),Urban,Does not have kitchen," 5,120 "," 3,784 ", 213 , 21 , 6 , 700 , 375 , 8 , -   , 13 , -   
HH3410,27,516,04146,550299,Dyane (CT),Urban,Cooking outside house:, 92 , 63 , 2 , -   , -   , 24 , 3 , -   , -   , -   , -   
HH3410,27,516,04146,550299,Dyane (CT),Urban,Has Kitchen, 55 , 39 , 2 , -   , -   , 13 , 1 , -   , -   , -   , -   
HH3410,27,516,04146,550299,Dyane (CT),Urban,Does not have kitchen, 37 , 24 , -   , -   , -   , 11 , 2 , -   , -   , -   , -   
HH3410,27,516,04146,550299,Dyane (CT),Urban,No Cooking, 31 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31 
HH3410,27,516,04146,550300,Soyagaon (CT),Urban,Total," 7,154 ", 553 , 18 , 36 , 3 , 416 ," 6,064 ", -   , 13 , 5 , 46 
HH3410,27,516,04146,550300,Soyagaon (CT),Urban,Cooking inside house:," 7,009 ", 486 , 18 , 36 , 3 , 414 ," 6,035 ", -   , 13 , 4 , -   
HH3410,27,516,04146,550300,Soyagaon (CT),Urban,Has Kitchen," 6,474 ", 303 , 16 , 27 , 3 , 307 ," 5,801 ", -   , 13 , 4 , -   
