TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Total_Households,Bank,Radio,TV,Computer_With_Internet,Computer_Without_Internet,Landline_Only,Mobile_Only,Landline_Mobile,Bicycle,Motorcycle,Car,With_All,With_None
HH4012,27,506,04043,000000,Sub-District - Lakhandur,Rural," 29,131 "," 17,123 "," 1,504 "," 8,325 ", 134 , 637 , 929 ," 9,330 ", 695 ," 18,661 "," 3,460 ", 333 , 137 ," 7,037 "
HH4012,27,506,04043,000000,Sub-District - Lakhandur,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,507,00000,000000,District - Gondiya,Total," 289,431 "," 202,905 "," 31,287 "," 104,997 "," 2,866 "," 10,729 "," 9,117 "," 105,702 "," 8,854 "," 200,918 "," 49,085 "," 5,074 "," 5,357 "," 50,109 "
HH4012,27,507,00000,000000,District - Gondiya,Rural," 241,802 "," 170,714 "," 25,996 "," 71,143 "," 1,149 "," 7,075 "," 6,607 "," 79,409 "," 4,675 "," 171,113 "," 30,753 "," 2,619 "," 1,521 "," 45,226 "
HH4012,27,507,00000,000000,District - Gondiya,Urban," 47,629 "," 32,191 "," 5,291 "," 33,854 "," 1,717 "," 3,654 "," 2,510 "," 26,293 "," 4,179 "," 29,805 "," 18,332 "," 2,455 "," 3,836 "," 4,883 "
HH4012,27,507,04044,000000,Sub-District - Tirora,Total," 38,981 "," 27,600 "," 3,786 "," 14,211 ", 232 ," 1,469 "," 1,394 "," 14,871 ", 634 ," 27,189 "," 6,264 ", 563 , 381 ," 6,788 "
HH4012,27,507,04044,000000,Sub-District - Tirora,Rural," 33,610 "," 23,560 "," 3,235 "," 10,670 ", 134 ," 1,146 "," 1,137 "," 11,841 ", 484 ," 23,870 "," 4,522 ", 403 , 141 ," 6,128 "
HH4012,27,507,04044,000000,Sub-District - Tirora,Urban," 5,371 "," 4,040 ", 551 ," 3,541 ", 98 , 323 , 257 ," 3,030 ", 150 ," 3,319 "," 1,742 ", 160 , 240 , 660 
HH4012,27,507,04044,802715,Tirora (M Cl),Urban," 5,371 "," 4,040 ", 551 ," 3,541 ", 98 , 323 , 257 ," 3,030 ", 150 ," 3,319 "," 1,742 ", 160 , 240 , 660 
HH4012,27,507,04045,000000,Sub-District - Goregaon,Total," 28,103 "," 19,596 "," 3,286 "," 8,870 ", 129 , 819 , 721 ," 10,383 ", 536 ," 20,847 "," 3,999 ", 276 , 239 ," 4,441 "
HH4012,27,507,04045,000000,Sub-District - Goregaon,Rural," 28,103 "," 19,596 "," 3,286 "," 8,870 ", 129 , 819 , 721 ," 10,383 ", 536 ," 20,847 "," 3,999 ", 276 , 239 ," 4,441 "
HH4012,27,507,04045,000000,Sub-District - Goregaon,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,507,04046,000000,Sub-District - Gondiya,Total," 89,272 "," 53,579 "," 10,904 "," 42,943 "," 1,811 "," 4,392 "," 3,613 "," 35,103 "," 4,578 "," 60,936 "," 20,862 "," 2,592 "," 3,633 "," 13,538 "
HH4012,27,507,04046,000000,Sub-District - Gondiya,Rural," 55,053 "," 31,174 "," 7,043 "," 17,564 ", 336 ," 1,575 "," 1,801 "," 16,173 "," 1,007 "," 39,255 "," 6,970 ", 648 , 417 ," 10,477 "
HH4012,27,507,04046,000000,Sub-District - Gondiya,Urban," 34,219 "," 22,405 "," 3,861 "," 25,379 "," 1,475 "," 2,817 "," 1,812 "," 18,930 "," 3,571 "," 21,681 "," 13,892 "," 1,944 "," 3,216 "," 3,061 "
HH4012,27,507,04046,802716,Gondiya (M Cl),Urban," 27,787 "," 19,566 "," 3,188 "," 21,995 "," 1,377 "," 2,483 "," 1,628 "," 16,053 "," 3,323 "," 17,282 "," 12,347 "," 1,771 "," 2,992 "," 2,103 "
HH4012,27,507,04046,537887,Kudwa (CT),Urban," 2,402 "," 1,326 ", 270 ," 1,478 ", 80 , 158 , 98 ," 1,189 ", 173 ," 1,535 ", 844 , 124 , 184 , 349 
HH4012,27,507,04046,537888,Katangi Kala (CT),Urban," 1,380 ", 534 , 178 , 668 , 7 , 29 , 26 , 607 , 27 , 960 , 245 , 19 , 5 , 257 
HH4012,27,507,04046,537889,Fulchur (CT),Urban," 1,130 ", 474 , 94 , 613 , 4 , 58 , 29 , 499 , 33 , 800 , 237 , 18 , 21 , 129 
HH4012,27,507,04046,537890,Khamari (CT),Urban," 1,520 ", 505 , 131 , 625 , 7 , 89 , 31 , 582 , 15 ," 1,104 ", 219 , 12 , 14 , 223 
HH4012,27,507,04047,000000,Sub-District - Amgaon,Total," 28,263 "," 20,803 "," 3,111 "," 9,528 ", 234 ," 1,358 ", 698 ," 10,705 ", 747 ," 21,133 "," 4,628 ", 392 , 369 ," 4,173 "
HH4012,27,507,04047,000000,Sub-District - Amgaon,Rural," 24,519 "," 18,409 "," 2,761 "," 7,313 ", 164 ," 1,142 ", 538 ," 8,771 ", 544 ," 18,734 "," 3,437 ", 236 , 210 ," 3,608 "
HH4012,27,507,04047,000000,Sub-District - Amgaon,Urban," 3,744 "," 2,394 ", 350 ," 2,215 ", 70 , 216 , 160 ," 1,934 ", 203 ," 2,399 "," 1,191 ", 156 , 159 , 565 
HH4012,27,507,04047,537972,Amgaon bk. (CT),Urban," 2,291 "," 1,360 ", 161 ," 1,228 ", 35 , 156 , 114 ," 1,032 ", 131 ," 1,455 ", 656 , 88 , 95 , 421 
HH4012,27,507,04047,537973,Risama (CT),Urban," 1,453 "," 1,034 ", 189 , 987 , 35 , 60 , 46 , 902 , 72 , 944 , 535 , 68 , 64 , 144 
HH4012,27,507,04048,000000,Sub-District - Salekasa,Total," 19,464 "," 13,341 "," 1,859 "," 4,644 ", 88 , 770 , 428 ," 6,172 ", 299 ," 14,034 "," 2,050 ", 143 , 109 ," 3,487 "
HH4012,27,507,04048,000000,Sub-District - Salekasa,Rural," 18,334 "," 12,452 "," 1,710 "," 3,945 ", 72 , 713 , 364 ," 5,556 ", 224 ," 13,384 "," 1,704 ", 113 , 76 ," 3,332 "
HH4012,27,507,04048,000000,Sub-District - Salekasa,Urban," 1,130 ", 889 , 149 , 699 , 16 , 57 , 64 , 616 , 75 , 650 , 346 , 30 , 33 , 155 
HH4012,27,507,04048,538065,Amgaon kh. (CT),Urban," 1,130 ", 889 , 149 , 699 , 16 , 57 , 64 , 616 , 75 , 650 , 346 , 30 , 33 , 155 
HH4012,27,507,04049,000000,Sub-District - Sadak-Arjuni,Total," 26,394 "," 21,390 "," 2,262 "," 7,514 ", 99 , 395 , 525 ," 10,020 ", 499 ," 17,431 "," 3,359 ", 351 , 143 ," 5,509 "
HH4012,27,507,04049,000000,Sub-District - Sadak-Arjuni,Rural," 26,394 "," 21,390 "," 2,262 "," 7,514 ", 99 , 395 , 525 ," 10,020 ", 499 ," 17,431 "," 3,359 ", 351 , 143 ," 5,509 "
HH4012,27,507,04049,000000,Sub-District - Sadak-Arjuni,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,507,04050,000000,Sub-District - Arjuni Morgaon,Total," 34,401 "," 25,368 "," 3,170 "," 10,451 ", 152 , 861 ," 1,047 "," 11,209 ", 983 ," 22,957 "," 4,915 ", 391 , 221 ," 7,306 "
HH4012,27,507,04050,000000,Sub-District - Arjuni Morgaon,Rural," 34,401 "," 25,368 "," 3,170 "," 10,451 ", 152 , 861 ," 1,047 "," 11,209 ", 983 ," 22,957 "," 4,915 ", 391 , 221 ," 7,306 "
HH4012,27,507,04050,000000,Sub-District - Arjuni Morgaon,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,507,04051,000000,Sub-District - Deori,Total," 24,553 "," 21,228 "," 2,909 "," 6,836 ", 121 , 665 , 691 ," 7,239 ", 578 ," 16,391 "," 3,008 ", 366 , 262 ," 4,867 "
HH4012,27,507,04051,000000,Sub-District - Deori,Rural," 21,388 "," 18,765 "," 2,529 "," 4,816 ", 63 , 424 , 474 ," 5,456 ", 398 ," 14,635 "," 1,847 ", 201 , 74 ," 4,425 "
HH4012,27,507,04051,000000,Sub-District - Deori,Urban," 3,165 "," 2,463 ", 380 ," 2,020 ", 58 , 241 , 217 ," 1,783 ", 180 ," 1,756 "," 1,161 ", 165 , 188 , 442 
HH4012,27,507,04051,538467,Deori (CT),Urban," 3,165 "," 2,463 ", 380 ," 2,020 ", 58 , 241 , 217 ," 1,783 ", 180 ," 1,756 "," 1,161 ", 165 , 188 , 442 
HH4012,27,508,00000,000000,District - Gadchiroli,Total," 245,745 "," 186,138 "," 20,026 "," 63,613 "," 1,663 "," 9,401 "," 5,277 "," 63,385 "," 5,125 "," 130,592 "," 29,827 "," 3,098 "," 2,643 "," 74,221 "
HH4012,27,508,00000,000000,District - Gadchiroli,Rural," 218,935 "," 167,377 "," 18,115 "," 45,628 "," 1,013 "," 7,837 "," 4,127 "," 47,823 "," 3,410 "," 116,925 "," 19,656 "," 1,944 "," 1,124 "," 70,442 "
HH4012,27,508,00000,000000,District - Gadchiroli,Urban," 26,810 "," 18,761 "," 1,911 "," 17,985 ", 650 ," 1,564 "," 1,150 "," 15,562 "," 1,715 "," 13,667 "," 10,171 "," 1,154 "," 1,519 "," 3,779 "
HH4012,27,508,04052,000000,Sub-District - Desaiganj (Vadasa),Total," 19,731 "," 13,868 "," 1,113 "," 7,039 ", 236 , 674 , 580 ," 6,455 ", 533 ," 12,189 "," 3,196 ", 361 , 371 ," 4,163 "
HH4012,27,508,04052,000000,Sub-District - Desaiganj (Vadasa),Rural," 13,510 "," 10,098 ", 797 ," 3,276 ", 58 , 361 , 323 ," 3,285 ", 176 ," 8,919 "," 1,305 ", 86 , 49 ," 3,239 "
HH4012,27,508,04052,000000,Sub-District - Desaiganj (Vadasa),Urban," 6,221 "," 3,770 ", 316 ," 3,763 ", 178 , 313 , 257 ," 3,170 ", 357 ," 3,270 "," 1,891 ", 275 , 322 , 924 
HH4012,27,508,04052,802717,Desaiganj (M Cl),Urban," 6,221 "," 3,770 ", 316 ," 3,763 ", 178 , 313 , 257 ," 3,170 ", 357 ," 3,270 "," 1,891 ", 275 , 322 , 924 
HH4012,27,508,04053,000000,Sub-District - Armori,Total," 23,462 "," 17,786 "," 2,310 "," 6,913 ", 183 ," 1,037 ", 516 ," 6,181 ", 534 ," 14,098 "," 2,748 ", 270 , 240 ," 6,069 "
HH4012,27,508,04053,000000,Sub-District - Armori,Rural," 23,462 "," 17,786 "," 2,310 "," 6,913 ", 183 ," 1,037 ", 516 ," 6,181 ", 534 ," 14,098 "," 2,748 ", 270 , 240 ," 6,069 "
HH4012,27,508,04053,000000,Sub-District - Armori,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,508,04054,000000,Sub-District - Kurkheda,Total," 19,786 "," 17,010 "," 1,931 "," 4,654 ", 86 , 555 , 573 ," 4,158 ", 507 ," 12,411 "," 2,056 ", 201 , 102 ," 4,951 "
HH4012,27,508,04054,000000,Sub-District - Kurkheda,Rural," 18,093 "," 15,719 "," 1,819 "," 3,641 ", 44 , 442 , 426 ," 3,439 ", 308 ," 11,634 "," 1,487 ", 134 , 29 ," 4,638 "
HH4012,27,508,04054,000000,Sub-District - Kurkheda,Urban," 1,693 "," 1,291 ", 112 ," 1,013 ", 42 , 113 , 147 , 719 , 199 , 777 , 569 , 67 , 73 , 313 
HH4012,27,508,04054,538734,Kurkheda (CT),Urban," 1,693 "," 1,291 ", 112 ," 1,013 ", 42 , 113 , 147 , 719 , 199 , 777 , 569 , 67 , 73 , 313 
HH4012,27,508,04055,000000,Sub-District - Korchi,Total," 9,171 "," 8,035 "," 1,379 "," 1,258 ", 31 , 382 , 206 ," 1,332 ", 171 ," 6,447 ", 797 , 64 , 26 ," 1,847 "
HH4012,27,508,04055,000000,Sub-District - Korchi,Rural," 9,171 "," 8,035 "," 1,379 "," 1,258 ", 31 , 382 , 206 ," 1,332 ", 171 ," 6,447 ", 797 , 64 , 26 ," 1,847 "
HH4012,27,508,04055,000000,Sub-District - Korchi,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,508,04056,000000,Sub-District - Dhanora,Total," 17,970 "," 14,102 "," 2,518 "," 2,638 ", 62 ," 1,346 ", 350 ," 2,588 ", 211 ," 11,133 "," 1,297 ", 83 , 53 ," 4,741 "
HH4012,27,508,04056,000000,Sub-District - Dhanora,Rural," 17,970 "," 14,102 "," 2,518 "," 2,638 ", 62 ," 1,346 ", 350 ," 2,588 ", 211 ," 11,133 "," 1,297 ", 83 , 53 ," 4,741 "
HH4012,27,508,04056,000000,Sub-District - Dhanora,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,508,04057,000000,Sub-District - Gadchiroli,Total," 35,238 "," 23,364 "," 2,394 "," 14,987 ", 443 ," 1,393 ", 980 ," 13,308 "," 1,113 "," 20,146 "," 7,990 ", 810 ," 1,074 "," 8,492 "
HH4012,27,508,04057,000000,Sub-District - Gadchiroli,Rural," 22,657 "," 14,341 "," 1,319 "," 5,727 ", 103 , 515 , 506 ," 5,067 ", 365 ," 12,660 "," 2,138 ", 180 , 140 ," 7,260 "
HH4012,27,508,04057,000000,Sub-District - Gadchiroli,Urban," 12,581 "," 9,023 "," 1,075 "," 9,260 ", 340 , 878 , 474 ," 8,241 ", 748 ," 7,486 "," 5,852 ", 630 , 934 ," 1,232 "
HH4012,27,508,04057,802718,Gadchiroli (M Cl),Urban," 12,581 "," 9,023 "," 1,075 "," 9,260 ", 340 , 878 , 474 ," 8,241 ", 748 ," 7,486 "," 5,852 ", 630 , 934 ," 1,232 "
HH4012,27,508,04058,000000,Sub-District - Chamorshi,Total," 43,269 "," 31,979 "," 1,895 "," 11,158 ", 166 , 952 , 732 ," 12,474 ", 675 ," 22,095 "," 4,734 ", 461 , 240 ," 14,147 "
HH4012,27,508,04058,000000,Sub-District - Chamorshi,Rural," 41,929 "," 30,911 "," 1,836 "," 10,356 ", 152 , 915 , 704 ," 11,677 ", 620 ," 21,396 "," 4,342 ", 412 , 210 ," 13,921 "
HH4012,27,508,04058,000000,Sub-District - Chamorshi,Urban," 1,340 "," 1,068 ", 59 , 802 , 14 , 37 , 28 , 797 , 55 , 699 , 392 , 49 , 30 , 226 
HH4012,27,508,04058,539421,Ashti (CT),Urban," 1,340 "," 1,068 ", 59 , 802 , 14 , 37 , 28 , 797 , 55 , 699 , 392 , 49 , 30 , 226 
HH4012,27,508,04059,000000,Sub-District - Mulchera,Total," 9,968 "," 7,210 ", 488 ," 2,253 ", 75 , 312 , 143 ," 2,726 ", 138 ," 6,051 ", 996 , 123 , 43 ," 2,541 "
HH4012,27,508,04059,000000,Sub-District - Mulchera,Rural," 9,968 "," 7,210 ", 488 ," 2,253 ", 75 , 312 , 143 ," 2,726 ", 138 ," 6,051 ", 996 , 123 , 43 ," 2,541 "
HH4012,27,508,04059,000000,Sub-District - Mulchera,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,508,04060,000000,Sub-District - Etapalli,Total," 15,217 "," 12,769 "," 2,652 "," 1,838 ", 38 , 439 , 122 ," 1,723 ", 113 ," 10,384 "," 1,287 ", 131 , 25 ," 3,277 "
HH4012,27,508,04060,000000,Sub-District - Etapalli,Rural," 15,217 "," 12,769 "," 2,652 "," 1,838 ", 38 , 439 , 122 ," 1,723 ", 113 ," 10,384 "," 1,287 ", 131 , 25 ," 3,277 "
HH4012,27,508,04060,000000,Sub-District - Etapalli,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,508,04061,000000,Sub-District - Bhamragad,Total," 7,184 "," 6,504 ", 579 , 731 , 10 , 219 , 76 , 745 , 65 ," 3,994 ", 451 , 37 , 13 ," 2,496 "
HH4012,27,508,04061,000000,Sub-District - Bhamragad,Rural," 7,184 "," 6,504 ", 579 , 731 , 10 , 219 , 76 , 745 , 65 ," 3,994 ", 451 , 37 , 13 ," 2,496 "
HH4012,27,508,04061,000000,Sub-District - Bhamragad,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,508,04062,000000,Sub-District - Aheri,Total," 25,887 "," 19,778 "," 1,701 "," 6,593 ", 242 ," 1,382 ", 642 ," 7,149 ", 653 ," 8,937 "," 2,990 ", 447 , 374 ," 10,769 "
HH4012,27,508,04062,000000,Sub-District - Aheri,Rural," 22,635 "," 17,486 "," 1,442 "," 4,526 ", 185 ," 1,232 ", 454 ," 5,442 ", 447 ," 7,965 "," 1,994 ", 343 , 261 ," 10,034 "
HH4012,27,508,04062,000000,Sub-District - Aheri,Urban," 3,252 "," 2,292 ", 259 ," 2,067 ", 57 , 150 , 188 ," 1,707 ", 206 , 972 , 996 , 104 , 113 , 735 
HH4012,27,508,04062,539998,Aheri (CT),Urban," 3,252 "," 2,292 ", 259 ," 2,067 ", 57 , 150 , 188 ," 1,707 ", 206 , 972 , 996 , 104 , 113 , 735 
HH4012,27,508,04063,000000,Sub-District - Sironcha,Total," 18,862 "," 13,733 "," 1,066 "," 3,551 ", 91 , 710 , 357 ," 4,546 ", 412 ," 2,707 "," 1,285 ", 110 , 82 ," 10,728 "
HH4012,27,508,04063,000000,Sub-District - Sironcha,Rural," 17,139 "," 12,416 ", 976 ," 2,471 ", 72 , 637 , 301 ," 3,618 ", 262 ," 2,244 ", 814 , 81 , 35 ," 10,379 "
HH4012,27,508,04063,000000,Sub-District - Sironcha,Urban," 1,723 "," 1,317 ", 90 ," 1,080 ", 19 , 73 , 56 , 928 , 150 , 463 , 471 , 29 , 47 , 349 
HH4012,27,508,04063,540146,Sironcha Ry. (CT),Urban," 1,723 "," 1,317 ", 90 ," 1,080 ", 19 , 73 , 56 , 928 , 150 , 463 , 471 , 29 , 47 , 349 
HH4012,27,509,00000,000000,District - Chandrapur,Total," 529,612 "," 358,825 "," 39,608 "," 229,635 "," 8,239 "," 23,180 "," 17,042 "," 212,167 "," 21,209 "," 248,585 "," 113,039 "," 12,746 "," 16,949 "," 145,991 "
HH4012,27,509,00000,000000,District - Chandrapur,Rural," 352,643 "," 230,429 "," 22,236 "," 97,084 "," 1,522 "," 9,920 "," 7,670 "," 104,073 "," 7,058 "," 153,764 "," 39,836 "," 3,152 "," 2,213 "," 128,419 "
HH4012,27,509,00000,000000,District - Chandrapur,Urban," 176,969 "," 128,396 "," 17,372 "," 132,551 "," 6,717 "," 13,260 "," 9,372 "," 108,094 "," 14,151 "," 94,821 "," 73,203 "," 9,594 "," 14,736 "," 17,572 "
HH4012,27,509,04064,000000,Sub-District - Warora,Total," 40,913 "," 32,171 "," 3,161 "," 19,196 ", 390 ," 1,545 "," 1,661 "," 18,080 "," 1,753 "," 18,358 "," 8,515 ", 688 , 744 ," 10,847 "
HH4012,27,509,04064,000000,Sub-District - Warora,Rural," 30,282 "," 23,730 "," 2,449 "," 11,394 ", 175 , 933 , 893 ," 11,963 ", 746 ," 12,073 "," 4,298 ", 279 , 203 ," 9,655 "
HH4012,27,509,04064,000000,Sub-District - Warora,Urban," 10,631 "," 8,441 ", 712 ," 7,802 ", 215 , 612 , 768 ," 6,117 "," 1,007 "," 6,285 "," 4,217 ", 409 , 541 ," 1,192 "
HH4012,27,509,04064,802719,Warora (M Cl),Urban," 10,631 "," 8,441 ", 712 ," 7,802 ", 215 , 612 , 768 ," 6,117 "," 1,007 "," 6,285 "," 4,217 ", 409 , 541 ," 1,192 "
HH4012,27,509,04065,000000,Sub-District - Chimur,Total," 42,577 "," 29,207 "," 2,421 "," 11,605 ", 125 ," 1,172 "," 1,347 "," 11,355 ", 973 ," 20,071 "," 4,471 ", 314 , 211 ," 14,844 "
HH4012,27,509,04065,000000,Sub-District - Chimur,Rural," 42,577 "," 29,207 "," 2,421 "," 11,605 ", 125 ," 1,172 "," 1,347 "," 11,355 ", 973 ," 20,071 "," 4,471 ", 314 , 211 ," 14,844 "
HH4012,27,509,04065,000000,Sub-District - Chimur,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,509,04066,000000,Sub-District - Nagbhir,Total," 33,528 "," 22,332 "," 2,158 "," 8,642 ", 136 , 915 , 779 ," 8,714 ", 884 ," 19,336 "," 3,705 ", 290 , 215 ," 9,883 "
HH4012,27,509,04066,000000,Sub-District - Nagbhir,Rural," 33,528 "," 22,332 "," 2,158 "," 8,642 ", 136 , 915 , 779 ," 8,714 ", 884 ," 19,336 "," 3,705 ", 290 , 215 ," 9,883 "
HH4012,27,509,04066,000000,Sub-District - Nagbhir,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,509,04067,000000,Sub-District - Brahmapuri,Total," 40,768 "," 24,724 "," 2,417 "," 13,582 ", 328 ," 1,413 ", 905 ," 12,111 "," 1,239 "," 25,560 "," 5,999 ", 565 , 726 ," 10,222 "
HH4012,27,509,04067,000000,Sub-District - Brahmapuri,Rural," 32,403 "," 18,578 "," 1,642 "," 7,411 ", 81 , 769 , 546 ," 7,136 ", 455 ," 19,997 "," 2,595 ", 150 , 77 ," 9,515 "
HH4012,27,509,04067,000000,Sub-District - Brahmapuri,Urban," 8,365 "," 6,146 ", 775 ," 6,171 ", 247 , 644 , 359 ," 4,975 ", 784 ," 5,563 "," 3,404 ", 415 , 649 , 707 
HH4012,27,509,04067,802720,Brahmapuri (M Cl),Urban," 8,365 "," 6,146 ", 775 ," 6,171 ", 247 , 644 , 359 ," 4,975 ", 784 ," 5,563 "," 3,404 ", 415 , 649 , 707 
HH4012,27,509,04068,000000,Sub-District - Sawali,Total," 27,674 "," 17,502 "," 1,640 "," 5,181 ", 58 , 557 , 344 ," 5,209 ", 332 ," 11,556 "," 1,764 ", 131 , 78 ," 12,547 "
HH4012,27,509,04068,000000,Sub-District - Sawali,Rural," 27,674 "," 17,502 "," 1,640 "," 5,181 ", 58 , 557 , 344 ," 5,209 ", 332 ," 11,556 "," 1,764 ", 131 , 78 ," 12,547 "
HH4012,27,509,04068,000000,Sub-District - Sawali,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,509,04069,000000,Sub-District - Sindewahi,Total," 27,352 "," 16,272 "," 2,273 "," 6,658 ", 120 , 845 , 675 ," 6,566 ", 651 ," 14,441 "," 3,201 ", 271 , 231 ," 9,239 "
HH4012,27,509,04069,000000,Sub-District - Sindewahi,Rural," 27,352 "," 16,272 "," 2,273 "," 6,658 ", 120 , 845 , 675 ," 6,566 ", 651 ," 14,441 "," 3,201 ", 271 , 231 ," 9,239 "
HH4012,27,509,04069,000000,Sub-District - Sindewahi,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,509,04070,000000,Sub-District - Bhadravati,Total," 37,385 "," 29,787 "," 3,254 "," 20,513 ", 501 ," 1,579 "," 1,602 "," 18,324 "," 2,108 "," 19,370 "," 11,245 "," 1,016 "," 1,209 "," 7,890 "
HH4012,27,509,04070,000000,Sub-District - Bhadravati,Rural," 20,728 "," 16,167 "," 1,662 "," 7,411 ", 155 , 480 , 602 ," 7,662 ", 636 ," 8,857 "," 3,427 ", 359 , 200 ," 6,691 "
HH4012,27,509,04070,000000,Sub-District - Bhadravati,Urban," 16,657 "," 13,620 "," 1,592 "," 13,102 ", 346 ," 1,099 "," 1,000 "," 10,662 "," 1,472 "," 10,513 "," 7,818 ", 657 ," 1,009 "," 1,199 "
HH4012,27,509,04070,802721,Bhadravati (M Cl),Urban," 14,280 "," 11,804 "," 1,413 "," 11,259 ", 324 ," 1,020 ", 861 ," 9,035 "," 1,352 "," 9,122 "," 6,959 ", 608 , 950 ," 1,046 "
HH4012,27,509,04070,541242,Shivaji Nagar (CT),Urban," 2,377 "," 1,816 ", 179 ," 1,843 ", 22 , 79 , 139 ," 1,627 ", 120 ," 1,391 ", 859 , 49 , 59 , 153 
HH4012,27,509,04071,000000,Sub-District - Chandrapur,Total," 111,424 "," 79,785 "," 12,381 "," 80,986 "," 4,661 "," 8,618 "," 5,470 "," 66,708 "," 7,988 "," 61,493 "," 44,334 "," 6,177 "," 10,040 "," 10,948 "
HH4012,27,509,04071,000000,Sub-District - Chandrapur,Rural," 19,138 "," 14,139 "," 1,530 "," 8,576 ", 86 , 685 , 375 ," 8,438 ", 272 ," 10,406 "," 3,400 ", 189 , 273 ," 4,356 "
HH4012,27,509,04071,000000,Sub-District - Chandrapur,Urban," 92,286 "," 65,646 "," 10,851 "," 72,410 "," 4,575 "," 7,933 "," 5,095 "," 58,270 "," 7,716 "," 51,087 "," 40,934 "," 5,988 "," 9,767 "," 6,592 "
HH4012,27,509,04071,802722,Chandrapur (M Cl),Urban," 73,035 "," 51,080 "," 8,422 "," 57,403 "," 3,636 "," 6,141 "," 4,158 "," 46,080 "," 5,848 "," 40,544 "," 31,533 "," 4,803 "," 7,580 "," 4,990 "
HH4012,27,509,04071,541334,Kondumal (CT),Urban," 2,681 "," 2,662 ", 800 ," 2,611 ", 417 , 529 , 153 ," 1,944 ", 569 ," 1,800 "," 2,457 ", 339 , 907 , -   
HH4012,27,509,04071,541335,Durgapur (CT),Urban," 4,150 "," 2,809 ", 713 ," 3,038 ", 123 , 473 , 162 ," 2,389 ", 416 ," 2,659 "," 1,903 ", 275 , 490 , 427 
HH4012,27,509,04071,541336,Urjanagar (CT),Urban," 1,200 ", 744 , 74 , 791 , 4 , 25 , 22 , 741 , 29 , 773 , 247 , 14 , 17 , 152 
HH4012,27,509,04071,541337,Tadali (CT),Urban," 1,296 "," 1,183 ", 97 ," 1,056 ", 103 , 111 , 51 , 646 , 342 , 698 , 729 , 141 , 187 , 81 
HH4012,27,509,04071,541338,Padoli (CT),Urban," 1,201 ", 617 , 145 , 758 , 15 , 116 , 158 , 694 , 18 , 426 , 216 , 21 , 42 , 150 
HH4012,27,509,04071,541339,Ghugus (CT),Urban," 7,264 "," 5,522 ", 521 ," 5,705 ", 200 , 465 , 324 ," 4,764 ", 440 ," 3,548 "," 3,291 ", 327 , 425 , 638 
HH4012,27,509,04071,541340,Nakoda (CT),Urban," 1,459 "," 1,029 ", 79 ," 1,048 ", 77 , 73 , 67 ," 1,012 ", 54 , 639 , 558 , 68 , 119 , 154 
HH4012,27,509,04072,000000,Sub-District - Mul,Total," 28,252 "," 16,797 "," 1,534 "," 7,244 ", 146 , 643 , 595 ," 7,408 ", 548 ," 11,937 "," 2,931 ", 384 , 194 ," 11,445 "
HH4012,27,509,04072,000000,Sub-District - Mul,Rural," 22,451 "," 13,090 "," 1,261 "," 4,072 ", 66 , 427 , 359 ," 4,861 ", 290 ," 9,472 "," 1,332 ", 167 , 38 ," 9,815 "
HH4012,27,509,04072,000000,Sub-District - Mul,Urban," 5,801 "," 3,707 ", 273 ," 3,172 ", 80 , 216 , 236 ," 2,547 ", 258 ," 2,465 "," 1,599 ", 217 , 156 ," 1,630 "
HH4012,27,509,04072,802723,Mul (M Cl),Urban," 5,801 "," 3,707 ", 273 ," 3,172 ", 80 , 216 , 236 ," 2,547 ", 258 ," 2,465 "," 1,599 ", 217 , 156 ," 1,630 "
HH4012,27,509,04073,000000,Sub-District - Pombhurna,Total," 13,284 "," 7,604 ", 546 ," 2,496 ", 9 , 315 , 196 ," 3,119 ", 84 ," 4,635 ", 883 , 56 , 29 ," 6,335 "
